id,officer_id,job_title,badge_number
,#NYPD_31281,Police Officer,28048
,#NYPD_31282,Police Officer,5432
,#NYPD_31283,Police Officer,28169
,#NYPD_31284,Police Officer,
,#NYPD_31285,Police Officer,
,#NYPD_31286,Police Officer,19016
,#NYPD_31287,Police Officer,2150
,#NYPD_31288,Police Officer,11422
,#NYPD_31289,Police Officer,26310
,#NYPD_31290,Detective Second Grade,7087
,#NYPD_31291,Police Officer,19915
,#NYPD_31292,Police Officer,7838
,#NYPD_31293,Police Officer,6320
,#NYPD_31294,Detective Second Grade,8790
,#NYPD_31294,Detective Second Grade,1945
,#NYPD_31295,Police Officer,
,#NYPD_31296,Detective Third Grade,1970
,#NYPD_31297,Detective Third Grade,2659
,#NYPD_31297,Detective Third Grade,306
,#NYPD_31298,Detective Third Grade,4603
,#NYPD_31299,Police Officer,2252
,#NYPD_31300,Police Officer,611
,#NYPD_31301,Police Officer,13713
,#NYPD_31302,Police Officer,5565
,#NYPD_31303,Police Officer,25425
,#NYPD_31304,Police Officer,7720
,#NYPD_31305,Police Officer,
,#NYPD_31306,Police Officer,14837
,#NYPD_31307,Police Officer,
,#NYPD_31308,Police Officer,5102
,#NYPD_31309,Police Officer,5461
,#NYPD_31309,Police Officer,4799
,#NYPD_31310,Police Officer,
,#NYPD_31311,Police Officer,793
,#NYPD_31312,Police Officer,
,#NYPD_31313,Police Officer,
,#NYPD_31314,Police Officer,25079
,#NYPD_31315,Police Officer,20586
,#NYPD_31316,Police Officer,
,#NYPD_31317,Police Officer,20190
,#NYPD_31318,Police Officer,
,#NYPD_31319,Police Officer,
,#NYPD_31320,Police Officer,7415
,#NYPD_31321,Sergeant,5072
,#NYPD_31322,Inspector,0
,#NYPD_31323,Detective Third Grade,4949
,#NYPD_31324,Police Officer,19264
,#NYPD_31325,Police Officer,15984
,#NYPD_31326,Police Officer,22049
,#NYPD_31327,Sergeant,1369
,#NYPD_31327,Sergeant,20291
,#NYPD_31328,Police Officer,23892
,#NYPD_31329,Police Officer,12747
,#NYPD_31329,Police Officer,7586
,#NYPD_31330,Sergeant,16739
,#NYPD_31330,Sergeant,822
,#NYPD_31331,Police Officer,19198
,#NYPD_31332,Police Officer,19340
,#NYPD_31333,Police Officer,25820
,#NYPD_31334,Police Officer,15616
,#NYPD_31335,Inspector,0
,#NYPD_31336,Sergeant,2188
,#NYPD_31337,Police Officer,
,#NYPD_31338,Police Officer,18201
,#NYPD_31339,Sergeant,1259
,#NYPD_31340,Detective Specialist,5568
,#NYPD_31341,Police Officer,11665
,#NYPD_31342,Police Officer,28050
,#NYPD_31343,Lieutenant,0
,#NYPD_31344,Police Officer,
,#NYPD_31345,Police Officer,
,#NYPD_31346,Police Officer,11796
,#NYPD_31347,Police Officer,18769
,#NYPD_31348,Police Officer,
,#NYPD_31349,Police Officer,12594
,#NYPD_31350,Police Officer,13228
,#NYPD_31351,Police Officer,24147
,#NYPD_31352,Police Officer,988
,#NYPD_31353,Police Officer,20439
,#NYPD_31354,Police Officer,
,#NYPD_31355,Police Officer,
,#NYPD_31356,Sergeant,30647
,#NYPD_31357,Police Officer,23113
,#NYPD_31358,Police Officer,1492
,#NYPD_31359,Police Officer,13898
,#NYPD_31360,Police Officer,17799
,#NYPD_31361,Police Officer,22295
,#NYPD_31362,Detective Second Grade,30461
,#NYPD_31362,Detective Second Grade,2675
,#NYPD_31363,Police Officer,27069
,#NYPD_31364,Detective Third Grade,2005
,#NYPD_31365,Police Officer,16424
,#NYPD_31366,Sergeant,3534
,#NYPD_31367,Sergeant,
,#NYPD_31368,Detective Second Grade,
,#NYPD_31369,Sergeant,
,#NYPD_31370,Police Officer,
,#NYPD_31371,Police Officer,22241
,#NYPD_31372,Sergeant,3228
,#NYPD_31373,Detective Specialist,433
,#NYPD_31374,Police Officer,31789
,#NYPD_31375,Police Officer,24921
,#NYPD_31376,Police Officer,1005
,#NYPD_31377,Detective First Grade,
,#NYPD_31378,Detective Third Grade,26600
,#NYPD_31378,Detective Third Grade,2342
,#NYPD_31379,Detective Specialist,7602
,#NYPD_31380,Police Officer,5071
,#NYPD_31381,Detective First Grade,2431
,#NYPD_31382,Detective Specialist,5060
,#NYPD_31383,Police Officer,2971
,#NYPD_31384,Police Officer,23305
,#NYPD_31385,Police Officer,7419
,#NYPD_31386,Police Officer,30803
,#NYPD_31387,Lieutenant,0
,#NYPD_31388,Police Officer,26022
,#NYPD_31389,Lieutenant,0
,#NYPD_31390,Police Officer,13213
,#NYPD_31391,Captain,0
,#NYPD_31392,Police Officer,5441
,#NYPD_31393,Police Officer,17636
,#NYPD_31394,Police Officer,9568
,#NYPD_31395,Police Officer,1479
,#NYPD_31396,Police Officer,
,#NYPD_31397,Detective Second Grade,7284
,#NYPD_31398,Police Officer,6221
,#NYPD_31399,Police Officer,7498
,#NYPD_31400,Police Officer,24813
,#NYPD_31401,Sergeant,5005
,#NYPD_31402,Detective Third Grade,4724
,#NYPD_31403,Sergeant,2924
,#NYPD_31404,Detective Third Grade,2288
,#NYPD_31405,Police Officer,
,#NYPD_31406,Police Officer,
,#NYPD_31407,Police Officer,
,#NYPD_31408,Detective Third Grade,3933
,#NYPD_31409,Police Officer,
,#NYPD_31410,Police Officer,
,#NYPD_31411,Police Officer,27346
,#NYPD_31412,Police Officer,21237
,#NYPD_31413,Police Officer,17826
,#NYPD_31414,Detective Third Grade,1657
,#NYPD_31414,Detective Third Grade,4601
,#NYPD_31415,Police Officer,
,#NYPD_31416,Detective Third Grade,6182
,#NYPD_31417,Police Officer,5731
,#NYPD_31417,Police Officer,5730
,#NYPD_31418,Police Officer,2745
,#NYPD_31419,Detective Specialist,7646
,#NYPD_31420,Police Officer,6498
,#NYPD_31421,Police Officer,9336
,#NYPD_31422,Police Officer,22603
,#NYPD_31423,Police Officer,1839
,#NYPD_31424,Sergeant,1664
,#NYPD_31425,Police Officer,19109
,#NYPD_31426,Detective First Grade,6674
,#NYPD_31427,Police Officer,20408
,#NYPD_31428,Police Officer,2930
,#NYPD_31429,Detective Second Grade,4854
,#NYPD_31430,Detective Third Grade,5783
,#NYPD_31431,Police Officer,4314
,#NYPD_31432,Police Officer,31126
,#NYPD_31433,Lieutenant,0
,#NYPD_31434,Detective Third Grade,17983
,#NYPD_31435,Lieutenant,0
,#NYPD_31436,Police Officer,15296
,#NYPD_31437,Sergeant,1975
,#NYPD_31438,Police Officer,18323
,#NYPD_31439,Police Officer,6671
,#NYPD_31440,Police Officer,5644
,#NYPD_31441,Police Officer,31117
,#NYPD_31442,Police Officer,13394
,#NYPD_31443,Police Officer,9408
,#NYPD_31444,Police Officer,11978
,#NYPD_31445,Police Officer,5329
,#NYPD_31446,Police Officer,21469
,#NYPD_31447,Police Officer,9724
,#NYPD_31448,Police Officer,5739
,#NYPD_31449,Police Officer,6514
,#NYPD_31450,Police Officer,1626
,#NYPD_31451,Police Officer,4232
,#NYPD_31452,Police Officer,19769
,#NYPD_31453,Lieutenant,0
,#NYPD_31454,Detective Third Grade,5649
,#NYPD_31455,Police Officer,2863
,#NYPD_31456,Police Officer,13215
,#NYPD_31457,Sergeant,4599
,#NYPD_31458,Police Officer,3496
,#NYPD_31459,Sergeant,33
,#NYPD_31460,Detective Specialist,7844
,#NYPD_31460,Detective Specialist,13476
,#NYPD_31461,Detective Third Grade,
,#NYPD_31462,Police Officer,3402
,#NYPD_31463,Police Officer,26206
,#NYPD_31464,Sergeant,20771
,#NYPD_31464,Sergeant,4847
,#NYPD_31465,Sergeant,5774
,#NYPD_31465,Sergeant,0
,#NYPD_31466,Police Officer,3914
,#NYPD_31467,Police Officer,9318
,#NYPD_31468,Police Officer,17220
,#NYPD_31469,Police Officer,25713
,#NYPD_31470,Police Officer,24630
,#NYPD_31471,Police Officer,26092
,#NYPD_31472,Police Officer,18312
,#NYPD_31473,Police Officer,2190
,#NYPD_31474,Police Officer,
,#NYPD_31475,Sergeant,5514
,#NYPD_31476,Police Officer,11949
,#NYPD_31477,Detective Specialist,5484
,#NYPD_31478,Detective Third Grade,2193
,#NYPD_31479,Police Officer,29953
,#NYPD_31480,Police Officer,16396
,#NYPD_31481,Police Officer,967
,#NYPD_31482,Lieutenant,
,#NYPD_31483,Sergeant,918
,#NYPD_31484,Police Officer,9865
,#NYPD_31485,Police Officer,23604
,#NYPD_31486,Sergeant,3244
,#NYPD_31487,Sergeant,3789
,#NYPD_31488,Police Officer,11424
,#NYPD_31489,Deputy Inspector,0
,#NYPD_31490,Police Officer,17222
,#NYPD_31491,Police Officer,9362
,#NYPD_31492,Detective First Grade,2178
,#NYPD_31493,Police Officer,7791
,#NYPD_31494,Police Officer,12859
,#NYPD_31495,Police Officer,25820
,#NYPD_31496,Lieutenant,0
,#NYPD_31497,Police Officer,10242
,#NYPD_31498,Police Officer,
,#NYPD_31499,Police Officer,
,#NYPD_31500,Police Officer,
,#NYPD_31501,Police Officer,
,#NYPD_31502,Detective Third Grade,
,#NYPD_31503,Police Officer,29411
,#NYPD_31504,Sergeant,13315
,#NYPD_31504,Sergeant,4185
,#NYPD_31505,Sergeant,
,#NYPD_31506,Police Officer,4017
,#NYPD_31507,Detective Third Grade,5282
,#NYPD_31508,Detective Second Grade,5284
,#NYPD_31509,Lieutenant,1195
,#NYPD_31509,Lieutenant,0
,#NYPD_31510,Police Officer,
,#NYPD_31511,Police Officer,1769
,#NYPD_31512,Police Officer,21444
,#NYPD_31513,Police Officer,20653
,#NYPD_31514,Sergeant,1708
,#NYPD_31515,Police Officer,23516
,#NYPD_31516,Police Officer,7740
,#NYPD_31517,Police Officer,23481
,#NYPD_31518,Detective Second Grade,2069
,#NYPD_31519,Police Officer,9930
,#NYPD_31520,Police Officer,
,#NYPD_31521,Detective First Grade,6606
,#NYPD_31522,Police Officer,3282
,#NYPD_31523,Police Officer,22612
,#NYPD_31524,Detective Second Grade,4859
,#NYPD_31525,Police Officer,
,#NYPD_31526,Police Officer,14832
,#NYPD_31527,Detective Specialist,328
,#NYPD_31528,Police Officer,8126
,#NYPD_31529,Detective Specialist,6995
,#NYPD_31530,Captain,0
,#NYPD_31531,Sergeant,2428
,#NYPD_31532,Detective Specialist,5831
,#NYPD_31533,Police Officer,
,#NYPD_31534,Police Officer,
,#NYPD_31535,Police Officer,25525
,#NYPD_31536,Police Officer,3180
,#NYPD_31537,Detective Third Grade,
,#NYPD_31538,Detective Second Grade,3936
,#NYPD_31539,Detective Third Grade,4170
,#NYPD_31540,Police Officer,12836
,#NYPD_31541,Detective Third Grade,3474
,#NYPD_31542,Police Officer,2058
,#NYPD_31543,Sergeant,2193
,#NYPD_31544,Police Officer,7466
,#NYPD_31545,Lieutenant,0
,#NYPD_31546,Police Officer,17528
,#NYPD_31547,Detective Third Grade,5458
,#NYPD_31548,Police Officer,14436
,#NYPD_31549,Detective Second Grade,6763
,#NYPD_31550,Police Officer,17347
,#NYPD_31551,Lieutenant,0
,#NYPD_31552,Police Officer,10850
,#NYPD_31553,Police Officer,30922
,#NYPD_31554,Police Officer,6121
,#NYPD_31555,Police Officer,20939
,#NYPD_31556,Sergeant,5515
,#NYPD_31557,Police Officer,27465
,#NYPD_31558,Police Officer,18800
,#NYPD_31559,Sergeant,1822
,#NYPD_31560,Detective Third Grade,3229
,#NYPD_31561,Police Officer,9374
,#NYPD_31562,Detective Specialist,1961
,#NYPD_31563,Lieutenant,0
,#NYPD_31564,Police Officer,
,#NYPD_31565,Police Officer,
,#NYPD_31566,Sergeant,4296
,#NYPD_31567,Police Officer,20338
,#NYPD_31568,Detective Third Grade,521
,#NYPD_31569,Detective Third Grade,2277
,#NYPD_31570,Sergeant,4411
,#NYPD_31571,Police Officer,22629
,#NYPD_31572,Detective Third Grade,1823
,#NYPD_31572,Detective Third Grade,19053
,#NYPD_31573,Police Officer,6005
,#NYPD_31574,Sergeant,779
,#NYPD_31575,Police Officer,8757
,#NYPD_31576,Police Officer,12989
,#NYPD_31577,Police Officer,4329
,#NYPD_31578,Sergeant,881
,#NYPD_31579,Sergeant,1565
,#NYPD_31580,Sergeant,3500
,#NYPD_31581,Police Officer,31130
,#NYPD_31582,Police Officer,12762
,#NYPD_31583,Sergeant,
,#NYPD_31584,Lieutenant,0
,#NYPD_31585,Detective Third Grade,14867
,#NYPD_31586,Police Officer,4356
,#NYPD_31587,Sergeant,399
,#NYPD_31588,Police Officer,15675
,#NYPD_31589,Detective Second Grade,
,#NYPD_31590,Police Officer,22259
,#NYPD_31591,Inspector,0
,#NYPD_31592,Police Officer,31480
,#NYPD_31593,Police Officer,19944
,#NYPD_31594,Sergeant,3873
,#NYPD_31595,Police Officer,3381
,#NYPD_31596,Captain,0
,#NYPD_31597,Police Officer,6320
,#NYPD_31598,Police Officer,11943
,#NYPD_31599,Lieutenant,0
,#NYPD_31600,Police Officer,18159
,#NYPD_31601,Police Officer,
,#NYPD_31602,Police Officer,10735
,#NYPD_31603,Police Officer,29884
,#NYPD_31604,Police Officer,26533
,#NYPD_31605,Police Officer,22114
,#NYPD_31606,Police Officer,11543
,#NYPD_31607,Police Officer,24189
,#NYPD_31608,Police Officer,3302
,#NYPD_31609,Police Officer,19799
,#NYPD_31610,Police Officer,4517
,#NYPD_31611,Sergeant,25373
,#NYPD_31611,Sergeant,2531
,#NYPD_31612,Police Officer,851
,#NYPD_31613,Police Officer,
,#NYPD_31614,Police Officer,1008
,#NYPD_31615,Sergeant,2388
,#NYPD_31616,Police Officer,8214
,#NYPD_31617,Sergeant,0
,#NYPD_31618,Police Officer,2810
,#NYPD_31619,Sergeant,2383
,#NYPD_31620,Detective Second Grade,1496
,#NYPD_31621,Detective Third Grade,6840
,#NYPD_31622,Police Officer,8051
,#NYPD_31623,Police Officer,14872
,#NYPD_31624,Sergeant,4428
,#NYPD_31625,Police Officer,22001
,#NYPD_31626,Police Officer,28056
,#NYPD_31627,Police Officer,31434
,#NYPD_31628,Police Officer,23000
,#NYPD_31629,Police Officer,1992
,#NYPD_31630,Detective Third Grade,5158
,#NYPD_31631,Police Officer,18134
,#NYPD_31632,Police Officer,14574
,#NYPD_31633,Police Officer,11220
,#NYPD_31634,Deputy Chief Inspector,0
,#NYPD_31635,Police Officer,784
,#NYPD_31636,Police Officer,14677
,#NYPD_31637,Police Officer,15744
,#NYPD_31638,Detective Specialist,2589
,#NYPD_31639,Police Officer,10025
,#NYPD_31640,Police Officer,7829
,#NYPD_31641,Police Officer,
,#NYPD_31642,Detective Second Grade,4327
,#NYPD_31643,Detective Second Grade,2893
,#NYPD_31644,Detective Third Grade,11287
,#NYPD_31644,Detective Third Grade,5040
,#NYPD_31645,Sergeant,2112
,#NYPD_31646,Police Officer,27813
,#NYPD_31647,Police Officer,26149
,#NYPD_31648,Police Officer,471
,#NYPD_31649,Police Officer,5478
,#NYPD_31650,Police Officer,13669
,#NYPD_31651,Police Officer,4234
,#NYPD_31652,Police Officer,12540
,#NYPD_31653,Police Officer,8940
,#NYPD_31654,Police Officer,11205
,#NYPD_31655,Detective Third Grade,5621
,#NYPD_31656,Police Officer,27384
,#NYPD_31657,Police Officer,15740
,#NYPD_31658,Police Officer,25980
,#NYPD_31659,Lieutenant,
,#NYPD_31660,Police Officer,9453
,#NYPD_31661,Police Officer,19343
,#NYPD_31662,Sergeant,4412
,#NYPD_31663,Police Officer,8448
,#NYPD_31664,Police Officer,25929
,#NYPD_31665,Police Officer,20326
,#NYPD_31666,Police Officer,17998
,#NYPD_31667,Police Officer,18329
,#NYPD_31668,Police Officer,20053
,#NYPD_31669,Detective Third Grade,7047
,#NYPD_31670,Police Officer,23146
,#NYPD_31671,Police Officer,11291
,#NYPD_31672,Sergeant,3101
,#NYPD_31673,Police Officer,9876
,#NYPD_31674,Police Officer,17626
,#NYPD_31675,Detective Third Grade,
,#NYPD_31676,Police Officer,12432
,#NYPD_31677,Police Officer,6044
,#NYPD_31678,Police Officer,25582
,#NYPD_31679,Detective Specialist,28481
,#NYPD_31679,Detective Specialist,5380
,#NYPD_31680,Detective Third Grade,3232
,#NYPD_31680,Detective Third Grade,1950
,#NYPD_31681,Sergeant,23860
,#NYPD_31682,Police Officer,
,#NYPD_31683,Police Officer,
,#NYPD_31684,Police Officer,
,#NYPD_31685,Sergeant,214
,#NYPD_31686,Police Officer,27506
,#NYPD_31687,Police Officer,27879
,#NYPD_31688,Police Officer,11500
,#NYPD_31689,Police Officer,12837
,#NYPD_31690,Police Officer,18043
,#NYPD_31691,Detective Second Grade,7496
,#NYPD_31692,Police Officer,20632
,#NYPD_31693,Police Officer,3490
,#NYPD_31694,Police Officer,9806
,#NYPD_31695,Sergeant,5415
,#NYPD_31696,Sergeant,4420
,#NYPD_31697,Police Officer,24155
,#NYPD_31698,Sergeant,5436
,#NYPD_31699,Police Officer,13660
,#NYPD_31700,Police Officer,10980
,#NYPD_31701,Police Officer,884
,#NYPD_31702,Police Officer,8444
,#NYPD_31702,Police Officer,4443
,#NYPD_31703,Police Officer,23841
,#NYPD_31704,Police Officer,22024
,#NYPD_31705,Police Officer,22316
,#NYPD_31706,Police Officer,
,#NYPD_31707,Police Officer,26210
,#NYPD_31708,Police Officer,
,#NYPD_31709,Police Officer,
,#NYPD_31710,Police Officer,28991
,#NYPD_31711,Police Officer,7218
,#NYPD_31712,Police Officer,25302
,#NYPD_31713,Lieutenant,
,#NYPD_31714,Police Officer,7188
,#NYPD_31715,Police Officer,6383
,#NYPD_31716,Sergeant,820
,#NYPD_31717,Police Officer,23495
,#NYPD_31718,Police Officer,20729
,#NYPD_31719,Police Officer,16169
,#NYPD_31720,Police Officer,4389
,#NYPD_31721,Police Officer,23000
,#NYPD_31722,Police Officer,1488
,#NYPD_31722,Police Officer,5671
,#NYPD_31723,Lieutenant,0
,#NYPD_31724,Police Officer,4627
,#NYPD_31725,Police Officer,19119
,#NYPD_31726,Police Officer,26213
,#NYPD_31727,Police Officer,14850
,#NYPD_31728,Detective Third Grade,6290
,#NYPD_31729,Police Officer,509
,#NYPD_31730,Police Officer,30539
,#NYPD_31731,Police Officer,18145
,#NYPD_31732,Police Officer,22256
,#NYPD_31733,Sergeant,2925
,#NYPD_31734,Police Officer,8459
,#NYPD_31735,Sergeant,11378
,#NYPD_31736,Police Officer,31373
,#NYPD_31737,Police Officer,
,#NYPD_31738,Police Officer,17472
,#NYPD_31739,Police Officer,22715
,#NYPD_31740,Lieutenant,0
,#NYPD_31741,Police Officer,7841
,#NYPD_31742,Police Officer,3433
,#NYPD_31743,Police Officer,9197
,#NYPD_31744,Police Officer,679
,#NYPD_31745,Police Officer,12918
,#NYPD_31746,Police Officer,25678
,#NYPD_31747,Sergeant,4234
,#NYPD_31747,Sergeant,2543
,#NYPD_31748,Police Officer,16966
,#NYPD_31749,Police Officer,6707
,#NYPD_31750,Detective Third Grade,768
,#NYPD_31751,Sergeant,2553
,#NYPD_31752,Police Officer,9985
,#NYPD_31753,Sergeant,1291
,#NYPD_31754,Police Officer,5367
,#NYPD_31755,Sergeant,4223
,#NYPD_31755,Sergeant,3346
,#NYPD_31756,Lieutenant,0
,#NYPD_31757,Police Officer,29334
,#NYPD_31758,Police Officer,
,#NYPD_31759,Police Officer,8631
,#NYPD_31760,Police Officer,17845
,#NYPD_31761,Sergeant,1811
,#NYPD_31762,Police Officer,13414
,#NYPD_31763,Sergeant,2822
,#NYPD_31764,Deputy Chief Inspector,0
,#NYPD_31765,Sergeant,1300
,#NYPD_31766,Police Officer,
,#NYPD_31767,Police Officer,16809
,#NYPD_31768,Police Officer,
,#NYPD_31769,Detective Specialist,7630
,#NYPD_31770,Detective Third Grade,6174
,#NYPD_31771,Captain,0
,#NYPD_31772,Sergeant,3935
,#NYPD_31773,Lieutenant,0
,#NYPD_31774,Police Officer,9894
,#NYPD_31775,Police Officer,28466
,#NYPD_31776,Police Officer,8956
,#NYPD_31777,Detective Specialist,4230
,#NYPD_31777,Detective Specialist,5099
,#NYPD_31778,Police Officer,5336
,#NYPD_31779,Police Officer,1209
,#NYPD_31780,Police Officer,11417
,#NYPD_31781,Police Officer,5483
,#NYPD_31782,Police Officer,8723
,#NYPD_31783,Police Officer,10530
,#NYPD_31784,Detective Specialist,4935
,#NYPD_31785,Police Officer,17495
,#NYPD_31786,Sergeant,4814
,#NYPD_31787,Police Officer,19377
,#NYPD_31788,Deputy Inspector,0
,#NYPD_31789,Police Officer,8916
,#NYPD_31789,Police Officer,1396
,#NYPD_31790,Police Officer,26503
,#NYPD_31791,Detective Second Grade,6607
,#NYPD_31792,Police Officer,29824
,#NYPD_31793,Police Officer,
,#NYPD_31794,Police Officer,
,#NYPD_31795,Detective Second Grade,3827
,#NYPD_31796,Sergeant,3280
,#NYPD_31797,Police Officer,3303
,#NYPD_31798,Police Officer,5443
,#NYPD_31799,Police Officer,
,#NYPD_31800,Police Officer,
,#NYPD_31801,Police Officer,6125
,#NYPD_31802,Deputy Inspector,0
,#NYPD_31803,Detective Third Grade,2361
,#NYPD_31804,Police Officer,18615
,#NYPD_31805,Police Officer,15968
,#NYPD_31806,Police Officer,30212
,#NYPD_31807,Police Officer,18200
,#NYPD_31808,Police Officer,31166
,#NYPD_31809,Police Officer,28114
,#NYPD_31810,Police Officer,760
,#NYPD_31811,Police Officer,28758
,#NYPD_31812,Lieutenant,7685
,#NYPD_31812,Lieutenant,0
,#NYPD_31813,Police Officer,8252
,#NYPD_31814,Police Officer,3708
,#NYPD_31815,Police Officer,13941
,#NYPD_31816,Police Officer,
,#NYPD_31817,Detective Third Grade,2770
,#NYPD_31818,Detective Third Grade,153
,#NYPD_31819,Police Officer,17905
,#NYPD_31820,Police Officer,23090
,#NYPD_31821,Police Officer,13
,#NYPD_31822,Police Officer,4190
,#NYPD_31823,Police Officer,22950
,#NYPD_31824,Police Officer,
,#NYPD_31825,Sergeant,4123
,#NYPD_31826,Police Officer,15072
,#NYPD_31827,Police Officer,18804
,#NYPD_31828,Sergeant,18638
,#NYPD_31828,Sergeant,1758
,#NYPD_31829,Police Officer,30033
,#NYPD_31830,Police Officer,20894
,#NYPD_31831,Police Officer,18012
,#NYPD_31832,Detective Second Grade,7860
,#NYPD_31833,Police Officer,18044
,#NYPD_31834,Detective Third Grade,2204
,#NYPD_31835,Police Officer,18328
,#NYPD_31836,Police Officer,25526
,#NYPD_31837,Lieutenant,0
,#NYPD_31838,Police Officer,13947
,#NYPD_31839,Police Officer,30094
,#NYPD_31840,Police Officer,18108
,#NYPD_31841,Police Officer,5449
,#NYPD_31842,Sergeant,25521
,#NYPD_31842,Sergeant,1792
,#NYPD_31843,Detective Third Grade,1453
,#NYPD_31844,Police Officer,7861
,#NYPD_31845,Police Officer,26045
,#NYPD_31846,Police Officer,25186
,#NYPD_31847,Police Officer,10258
,#NYPD_31848,Police Officer,15846
,#NYPD_31849,Police Officer,6516
,#NYPD_31850,Lieutenant,0
,#NYPD_31851,Lieutenant,0
,#NYPD_31852,Sergeant,4345
,#NYPD_31853,Police Officer,24388
,#NYPD_31854,Police Officer,7968
,#NYPD_31855,Police Officer,20928
,#NYPD_31856,Sergeant,4348
,#NYPD_31857,Police Officer,15781
,#NYPD_31858,Police Officer,16030
,#NYPD_31859,Police Officer,6266
,#NYPD_31860,Police Officer,16333
,#NYPD_31861,Police Officer,16885
,#NYPD_31862,Police Officer,4352
,#NYPD_31863,Police Officer,12844
,#NYPD_31864,Police Officer,28816
,#NYPD_31865,Detective Third Grade,7947
,#NYPD_31866,Detective Third Grade,5234
,#NYPD_31867,Police Officer,3438
,#NYPD_31868,Police Officer,5561
,#NYPD_31869,Detective First Grade,6884
,#NYPD_31870,Police Officer,4850
,#NYPD_31871,Police Officer,10921
,#NYPD_31872,Police Officer,16972
,#NYPD_31873,Police Officer,6188
,#NYPD_31874,Lieutenant,
,#NYPD_31875,Police Officer,20170
,#NYPD_31876,Police Officer,11282
,#NYPD_31877,Sergeant,0
,#NYPD_31878,Police Officer,11483
,#NYPD_31879,Police Officer,
,#NYPD_31880,Police Officer,11929
,#NYPD_31881,Sergeant,9374
,#NYPD_31881,Sergeant,3554
,#NYPD_31882,Police Officer,5096
,#NYPD_31883,Detective Specialist,6041
,#NYPD_31884,Police Officer,609
,#NYPD_31885,Police Officer,13662
,#NYPD_31886,Police Officer,
,#NYPD_31887,Sergeant,3871
,#NYPD_31888,Police Officer,15746
,#NYPD_31889,Police Officer,
,#NYPD_31890,Detective Third Grade,4886
,#NYPD_31891,Detective Second Grade,7423
,#NYPD_31892,Police Officer,4330
,#NYPD_31893,Detective Specialist,6924
,#NYPD_31894,Police Officer,27075
,#NYPD_31895,Police Officer,2126
,#NYPD_31896,Lieutenant,0
,#NYPD_31897,Detective Third Grade,2951
,#NYPD_31898,Police Officer,1488
,#NYPD_31899,Detective Third Grade,7861
,#NYPD_31900,Detective Third Grade,5365
,#NYPD_31900,Detective Third Grade,6843
,#NYPD_31901,Police Officer,20171
,#NYPD_31902,Police Officer,14059
,#NYPD_31903,Police Officer,11693
,#NYPD_31904,Police Officer,25376
,#NYPD_31905,Police Officer,12764
,#NYPD_31906,Police Officer,17367
,#NYPD_31907,Police Officer,31071
,#NYPD_31907,Police Officer,4659
,#NYPD_31908,Police Officer,19128
,#NYPD_31909,Police Officer,9173
,#NYPD_31910,Police Officer,4800
,#NYPD_31911,Detective Third Grade,4830
,#NYPD_31912,Detective Second Grade,6608
,#NYPD_31913,Detective Second Grade,5285
,#NYPD_31914,Police Officer,
,#NYPD_31915,Police Officer,
,#NYPD_31916,Police Officer,2401
,#NYPD_31917,Police Officer,737
,#NYPD_31918,Detective Second Grade,4869
,#NYPD_31919,Police Officer,
,#NYPD_31920,Police Officer,24799
,#NYPD_31921,Sergeant,133
,#NYPD_31922,Police Officer,4387
,#NYPD_31923,Police Officer,
,#NYPD_31924,Detective Third Grade,6458
,#NYPD_31925,Police Officer,31255
,#NYPD_31926,Police Officer,8603
,#NYPD_31927,Police Officer,13513
,#NYPD_31928,Police Officer,19997
,#NYPD_31929,Lieutenant,3789
,#NYPD_31929,Lieutenant,0
,#NYPD_31930,Police Officer,
,#NYPD_31931,Police Officer,0
,#NYPD_31932,Police Officer,11590
,#NYPD_31933,Police Officer,2782
,#NYPD_31934,Police Officer,
,#NYPD_31935,Police Officer,10623
,#NYPD_31936,Police Officer,9685
,#NYPD_31937,Police Officer,11613
,#NYPD_31938,Police Officer,2443
,#NYPD_31939,Sergeant,5409
,#NYPD_31940,Police Officer,23623
,#NYPD_31941,Inspector,0
,#NYPD_31942,Police Officer,14318
,#NYPD_31943,Police Officer,5608
,#NYPD_31944,Police Officer,
,#NYPD_31945,Detective Third Grade,3171
,#NYPD_31946,Sergeant,1877
,#NYPD_31947,Sergeant,3940
,#NYPD_31948,Police Officer,
,#NYPD_31949,Police Officer,
,#NYPD_31950,Police Officer,9523
,#NYPD_31951,Police Officer,3919
,#NYPD_31952,Police Officer,23608
,#NYPD_31953,Police Officer,17304
,#NYPD_31954,Detective Third Grade,3249
,#NYPD_31955,Police Officer,16319
,#NYPD_31956,Police Officer,31997
,#NYPD_31957,Detective Specialist,4236
,#NYPD_31958,Police Officer,21311
,#NYPD_31959,Lieutenant,0
,#NYPD_31960,Deputy Inspector,0
,#NYPD_31961,Police Officer,23055
,#NYPD_31962,Police Officer,25826
,#NYPD_31963,Police Officer,
,#NYPD_31964,Police Officer,
,#NYPD_31965,Detective Specialist,7684
,#NYPD_31966,Police Officer,26977
,#NYPD_31967,Police Officer,634
,#NYPD_31968,Police Officer,17442
,#NYPD_31969,Police Officer,10973
,#NYPD_31970,Police Officer,11259
,#NYPD_31971,Police Officer,14586
,#NYPD_31972,Lieutenant,0
,#NYPD_31973,Police Officer,13133
,#NYPD_31974,Police Officer,4601
,#NYPD_31975,Lieutenant,0
,#NYPD_31976,Police Officer,5594
,#NYPD_31977,Detective First Grade,2210
