id,officer id,officer unique identifier,badge number,job title,start date,end date,unit id
5962,17899,,997,SERGEANT OF POLICE,,,
5963,17900,,81,COMMANDER,,,
5964,17901,,10345,POLICE OFFICER,,,
5965,17902,,17660,POLICE OFFICER,,,
5966,17903,,19294,POLICE OFFICER,,,
5967,17904,,17950,POLICE OFFICER,,,
5968,17905,,14542,POLICE OFFICER,,,
5969,17906,,17937,POLICE OFFICER,,,
5970,17907,,10213,POLICE OFFICER,,,
5971,17908,,5684,POLICE OFFICER,,,
5972,17909,,6465,POLICE OFFICER,,,
5973,17910,,15860,POLICE OFFICER,,,
5974,17911,,17859,POLICE OFFICER,,,
5975,17912,,8238,POLICE OFFICER,,,
5976,17913,,19511,POLICE OFFICER,,,
5977,17914,,14022,POLICE OFFICER,,,
5978,17915,,20713,PO AS DETECTIVE,,,
5979,17916,,7736,POLICE OFFICER,,,
5980,17917,,4298,POLICE OFFICER,,,
5981,17918,,1721,SERGEANT OF POLICE,,,
5982,17919,,1461,SERGEANT OF POLICE,,,
5983,17920,,13061,POLICE OFFICER,,,
5984,17921,,16061,POLICE OFFICER,,,
5985,17922,,9949,POLICE OFFICER,,,
5986,17923,,20105,PO AS DETECTIVE,,,
5987,17924,,2192,SERGEANT OF POLICE,,,
5988,17925,,17570,POLICE OFFICER,,,
5989,17926,,9427,POLICE OFFICER,,,
5990,17927,,21771,PO AS DETECTIVE,,,
5991,17928,,20361,PO AS DETECTIVE,,,
5992,17929,,3259,POLICE OFFICER,,,
5993,17930,,15285,POLICE OFFICER,,,
5994,17931,,8637,POLICE OFFICER,,,
5995,17932,,10416,POLICE OFFICER,,,
5996,17933,,19713,POLICE OFFICER,,,
5997,17934,,5936,POLICE OFFICER,,,
5998,17935,,18788,POLICE OFFICER,,,
5999,17936,,20604,PO AS DETECTIVE,,,
6000,17937,,5444,POLICE OFFICER,,,
6001,17938,,21269,PO AS DETECTIVE,,,
6002,17939,,12285,POLICE OFFICER,,,
6003,17940,,1366,SERGEANT OF POLICE,,,
6004,17941,,370,DEP CHIEF,,,
6005,17942,,7782,POLICE OFFICER,,,
6006,17943,,18950,POLICE OFFICER,,,
6007,17944,,1972,SERGEANT OF POLICE,,,
6008,17945,,16196,POLICE OFFICER,,,
6009,17946,,8950,POLICE OFFICER,,,
6010,17947,,18320,POLICE OFFICER,,,
6011,17948,,18248,POLICE OFFICER,,,
6012,17949,,16304,POLICE OFFICER,,,
6013,17950,,10748,POLICE OFFICER,,,
6014,17951,,4065,POLICE OFFICER,,,
6015,17952,,9501,POLICE OFFICER,,,
6016,17953,,64,CAPTAIN OF POLICE,,,
6017,17954,,6336,P O ASSGN SEC SPEC,,,
6018,17955,,20260,PO AS DETECTIVE,,,
6019,17956,,5874,POLICE OFFICER,,,
6020,17957,,2203,SERGEANT OF POLICE,,,
6021,17958,,13639,POLICE OFFICER,,,
6022,17959,,16172,POLICE OFFICER,,,
6023,17960,,17851,POLICE OFFICER,,,
6024,17961,,1767,SERGEANT OF POLICE,,,
6025,17962,,16723,POLICE OFFICER,,,
6026,17963,,16991,POLICE OFFICER,,,
6027,17964,,20309,PO AS DETECTIVE,,,
6028,17965,,21295,PO AS DETECTIVE,,,
6029,17966,,10938,POLICE OFFICER,,,
6030,17967,,7437,POLICE OFFICER,,,
6031,17968,,18965,POLICE OFFICER,,,
6032,17969,,3668,POLICE OFFICER,,,
6033,17970,,1763,SERGEANT OF POLICE,,,
6034,17971,,16149,POLICE OFFICER,,,
6035,17972,,20000,PO AS DETECTIVE,,,
6036,17973,,10616,POLICE OFFICER,,,
6037,17974,,21275,PO AS DETECTIVE,,,
6038,17975,,20940,PO AS DETECTIVE,,,
6039,17976,,17454,POLICE OFFICER,,,
6040,17977,,15851,POLICE OFFICER,,,
6041,17978,,4727,POLICE OFFICER,,,
6042,17979,,14610,POLICE OFFICER,,,
6043,17980,,17644,POLICE OFFICER,,,
6044,17981,,3140,POLICE OFFICER,,,
6045,17982,,13447,POLICE OFFICER,,,
6046,17983,,6843,POLICE OFFICER,,,
6047,17984,,,POLICE OFFICER,,,
6048,17985,,19480,POLICE OFFICER,,,
6049,17986,,10871,POLICE OFFICER,,,
6050,17987,,18843,POLICE OFFICER,,,
6051,17988,,20211,PO AS DETECTIVE,,,
6052,17989,,4585,POLICE OFFICER,,,
6053,17990,,16965,POLICE OFFICER,,,
6054,17991,,16650,POLICE OFFICER,,,
6055,17992,,13785,POLICE OFFICER,,,
6056,17993,,14640,POLICE OFFICER,,,
6057,17994,,14783,POLICE OFFICER,,,
6058,17995,,15713,POLICE OFFICER,,,
6059,17996,,21296,PO AS DETECTIVE,,,
6060,17997,,13674,POLICE OFFICER,,,
6061,17998,,9601,POLICE OFFICER,,,
6062,17999,,11860,POLICE OFFICER,,,
6063,18000,,2440,SERGEANT OF POLICE,,,
6064,18001,,17996,POLICE OFFICER,,,
6065,18002,,8634,POLICE OFFICER,,,
6066,18003,,19444,POLICE OFFICER,,,
6067,18004,,16313,POLICE OFFICER,,,
6068,18005,,6723,POLICE OFFICER,,,
6069,18006,,3182,POLICE OFFICER,,,
6070,18007,,14791,POLICE OFFICER,,,
6071,18008,,4952,POLICE OFFICER,,,
6072,18009,,11533,POLICE OFFICER,,,
6073,18010,,10592,POLICE OFFICER,,,
6074,18011,,12858,POLICE OFFICER,,,
6075,18012,,15292,POLICE OFFICER,,,
6076,18013,,872,SERGEANT OF POLICE,,,
6077,18014,,5968,POLICE OFFICER,,,
6078,18015,,14543,POLICE OFFICER,,,
6079,18016,,17321,POLICE OFFICER,,,
6080,18017,,8944,POLICE OFFICER,,,
6081,18018,,19126,POLICE OFFICER,,,
6082,18019,,1542,SERGEANT OF POLICE,,,
6083,18020,,7490,POLICE OFFICER,,,
6084,18021,,8382,POLICE OFFICER,,,
6085,18022,,3603,POLICE OFFICER,,,
6086,18023,,2288,SERGEANT OF POLICE,,,
6087,18024,,37,COMMANDER,,,
6088,18025,,20704,PO AS DETECTIVE,,,
6089,18026,,21307,PO AS DETECTIVE,,,
6090,18027,,19106,POLICE OFFICER,,,
6091,18028,,19362,POLICE OFFICER,,,
6092,18029,,1495,SERGEANT OF POLICE,,,
6093,18030,,10115,POLICE OFFICER,,,
6094,18031,,10973,POLICE OFFICER,,,
6095,18032,,15812,POLICE OFFICER,,,
6096,18033,,15888,POLICE OFFICER,,,
6097,18034,,14207,POLICE OFFICER,,,
6098,18035,,885,SERGEANT OF POLICE,,,
6099,18036,,16761,POLICE OFFICER,,,
6100,18037,,11470,POLICE OFFICER,,,
6101,18038,,20296,PO AS DETECTIVE,,,
6102,18039,,18818,POLICE OFFICER,,,
6103,18040,,4284,POLICE OFFICER,,,
6104,18041,,18898,PO ASSG CANINE HANDL,,,
6105,18042,,20900,PO AS DETECTIVE,,,
6106,18043,,2529,SERGEANT OF POLICE,,,
6107,18044,,8071,POLICE OFFICER,,,
6108,18045,,16009,POLICE OFFICER,,,
6109,18046,,21316,PO AS DETECTIVE,,,
6110,18047,,14900,POLICE OFFICER,,,
6111,18048,,16764,POLICE OFFICER,,,
6112,18049,,12367,POLICE OFFICER,,,
6113,18050,,2586,SERGEANT OF POLICE,,,
6114,18051,,13240,POLICE OFFICER,,,
6115,18052,,17461,POLICE OFFICER,,,
6116,18053,,6722,POLICE OFFICER,,,
6117,18054,,18919,POLICE OFFICER,,,
6118,18055,,8769,POLICE OFFICER,,,
6119,18056,,3979,POLICE OFFICER,,,
6120,18057,,7678,POLICE OFFICER,,,
6121,18058,,6958,POLICE OFFICER,,,
6122,18059,,18650,POLICE OFFICER,,,
6123,18060,,3660,POLICE OFFICER,,,
6124,18061,,9734,PO/EXP DET CAN HAND,,,
6125,18062,,3600,POLICE OFFICER,,,
6126,18063,,7868,POLICE OFFICER,,,
6127,18064,,20327,PO AS DETECTIVE,,,
6128,18065,,6585,POLICE OFFICER,,,
6129,18066,,18907,POLICE OFFICER,,,
6130,18067,,1292,SERGEANT OF POLICE,,,
6131,18068,,2477,SERGEANT OF POLICE,,,
6132,18069,,5102,POLICE OFFICER,,,
6133,18070,,14784,POLICE OFFICER,,,
6134,18071,,17434,POLICE OFFICER,,,
6135,18072,,10022,POLICE OFFICER,,,
6136,18073,,12379,POLICE OFFICER,,,
6137,18074,,19648,POLICE OFFICER,,,
6138,18075,,5692,POLICE OFFICER,,,
6139,18076,,19450,POLICE OFFICER,,,
6140,18077,,19363,POLICE OFFICER,,,
6141,18078,,19684,POLICE OFFICER,,,
6142,18079,,1171,SERGEANT OF POLICE,,,
6143,18080,,4954,POLICE OFFICER,,,
6144,18081,,19224,POLICE OFFICER,,,
6145,18082,,1744,SERGEANT OF POLICE,,,
6146,18083,,15742,POLICE OFFICER,,,
6147,18084,,18848,POLICE OFFICER,,,
6148,18085,,14597,POLICE OFFICER,,,
6149,18086,,15298,POLICE OFFICER,,,
6150,18087,,2246,SERGEANT OF POLICE,,,
6151,18088,,12146,POLICE OFFICER,,,
6152,18089,,21113,PO AS DETECTIVE,,,
6153,18090,,6342,POLICE OFFICER,,,
6154,18091,,8706,POLICE OFFICER,,,
6155,18092,,817,SERGEANT OF POLICE,,,
6156,18093,,6645,POLICE OFFICER,,,
6157,18094,,14,COMMANDER,,,
6158,18095,,,POLICE OFFICER,,,
6159,18096,,8939,POLICE OFFICER,,,
6160,18097,,2768,POLICE OFFICER,,,
6161,18098,,21047,PO AS DETECTIVE,,,
6162,18099,,16864,POLICE OFFICER,,,
6163,18100,,17608,POLICE OFFICER,,,
6164,18101,,18527,POLICE OFFICER,,,
6165,18103,,6644,POLICE OFFICER,,,
6166,18102,,9341,POLICE OFFICER,,,
6167,18104,,15629,POLICE OFFICER,,,
6168,18106,,3477,POLICE OFFICER,,,
6169,18105,,18707,POLICE OFFICER,,,
6170,18107,,18293,POLICE OFFICER,,,
6171,18109,,12685,POLICE OFFICER,,,
6172,18108,,6774,POLICE OFFICER,,,
6173,18110,,6711,POLICE OFFICER,,,
6174,18111,,9122,POLICE OFFICER,,,
6175,18112,,8935,POLICE OFFICER,,,
6176,18113,,17329,POLICE OFFICER,,,
6177,18114,,15385,POLICE OFFICER,,,
6178,18115,,18978,POLICE OFFICER,,,
6179,18116,,21378,PO AS DETECTIVE,,,
6180,18117,,13516,POLICE OFFICER,,,
6181,18118,,15255,POLICE OFFICER,,,
6182,18119,,17270,POLICE OFFICER,,,
6183,18120,,7613,POLICE OFFICER,,,
6184,18122,,18732,POLICE OFFICER,,,
6185,18121,,20298,PO AS DETECTIVE,,,
6186,18123,,809,SERGEANT OF POLICE,,,
6187,18124,,11943,POLICE OFFICER,,,
6188,18125,,15739,POLICE OFFICER,,,
6189,18126,,3129,POLICE OFFICER,,,
6190,18127,,7963,POLICE OFFICER,,,
6191,18129,,17819,POLICE OFFICER,,,
6192,18128,,1417,SERGEANT OF POLICE,,,
6193,18130,,16995,POLICE OFFICER,,,
6194,18131,,7433,PO/FIELD TRNING OFF,,,
6195,18132,,14763,POLICE OFFICER,,,
6196,18133,,15559,POLICE OFFICER,,,
6197,18134,,19908,POLICE OFFICER,,,
6198,18135,,3544,POLICE OFFICER,,,
6199,18137,,15009,POLICE OFFICER,,,
6200,18136,,9378,POLICE OFFICER,,,
6201,18138,,6256,POLICE OFFICER,,,
6202,18139,,20011,PO AS DETECTIVE,,,
6203,18140,,15827,POLICE OFFICER,,,
6204,18141,,11987,POLICE OFFICER,,,
6205,18142,,6265,POLICE OFFICER,,,
6206,18143,,17882,POLICE OFFICER,,,
6207,18144,,19895,POLICE OFFICER,,,
6208,18145,,12573,POLICE OFFICER,,,
6209,18147,,2359,SERGEANT OF POLICE,,,
6210,18146,,5628,POLICE OFFICER,,,
6211,18148,,2463,SERGEANT OF POLICE,,,
6212,18149,,19835,POLICE OFFICER,,,
6213,18150,,19547,POLICE OFFICER,,,
6214,18151,,16182,POLICE OFFICER,,,
6215,18152,,12139,POLICE OFFICER,,,
6216,18153,,2360,SERGEANT OF POLICE,,,
6217,18154,,11354,PO/FIELD TRNING OFF,,,
6218,18155,,21319,PO AS DETECTIVE,,,
6219,18156,,18782,POLICE OFFICER,,,
6220,18157,,12405,POLICE OFFICER,,,
6221,18158,,11893,POLICE OFFICER,,,
6222,18159,,20214,PO AS DETECTIVE,,,
6223,18160,,10256,POLICE OFFICER,,,
6224,18161,,1857,SERGEANT OF POLICE,,,
6225,18162,,4202,POLICE OFFICER,,,
6226,18164,,2233,SERGEANT OF POLICE,,,
6227,18165,,10695,POLICE OFFICER,,,
6228,18166,,20123,PO AS DETECTIVE,,,
6229,18167,,6512,POLICE OFFICER,,,
6230,18168,,4769,POLICE OFFICER,,,
6231,18169,,7194,POLICE OFFICER,,,
6232,18170,,6410,POLICE OFFICER,,,
6233,18171,,991,SERGEANT OF POLICE,,,
6234,18172,,1742,SERGEANT OF POLICE,,,
6235,18173,,11424,PO/MARINE OFFICER,,,
6236,18174,,3,COMMANDER,,,
6237,18175,,11296,POLICE OFFICER,,,
6238,18176,,12602,POLICE OFFICER,,,
6239,18177,,14118,POLICE OFFICER,,,
6240,18178,,11522,POLICE OFFICER,,,
6241,18179,,1926,SERGEANT OF POLICE,,,
6242,18180,,5122,PO/MARINE OFFICER,,,
6243,18181,,986,SERGEANT OF POLICE,,,
6244,18182,,15,COMMANDER,,,
6245,18183,,13094,POLICE OFFICER,,,
6246,18184,,20317,PO AS DETECTIVE,,,
6247,18185,,10932,POLICE OFFICER,,,
6248,18186,,1437,SERGEANT OF POLICE,,,
6249,18187,,17981,POLICE OFFICER,,,
6250,18188,,5865,POLICE OFFICER,,,
6251,18189,,16615,POLICE OFFICER,,,
6252,18190,,12731,POLICE OFFICER,,,
6253,18191,,16201,POLICE OFFICER,,,
6254,18192,,10515,POLICE OFFICER,,,
6255,18193,,7794,POLICE OFFICER,,,
6256,18194,,16074,POLICE OFFICER,,,
6257,18195,,14790,POLICE OFFICER,,,
6258,18196,,10281,POLICE OFFICER,,,
6259,18197,,16406,POLICE OFFICER,,,
6260,18198,,17029,POLICE OFFICER,,,
6261,18199,,3780,POLICE OFFICER,,,
6262,18200,,13743,POLICE OFFICER,,,
6263,18201,,17821,POLICE OFFICER,,,
6264,18202,,18327,POLICE OFFICER,,,
6266,18204,,2361,SERGEANT OF POLICE,,,
6267,18205,,10383,POLICE OFFICER,,,
6268,18206,,,POLICE OFFICER,,,
6269,18207,,3055,POLICE OFFICER,,,
6270,18208,,12570,POLICE OFFICER,,,
6271,18209,,20285,PO AS DETECTIVE,,,
6272,18210,,13307,POLICE OFFICER,,,
6273,18211,,16843,POLICE OFFICER,,,
6274,18212,,9179,POLICE OFFICER,,,
6275,18213,,9405,POLICE OFFICER,,,
6276,18214,,12270,POLICE OFFICER,,,
6277,18215,,10975,POLICE OFFICER,,,
6278,18216,,13002,POLICE OFFICER,,,
6279,18217,,7955,POLICE OFFICER,,,
6280,18219,,8698,POLICE OFFICER,,,
6281,18218,,18017,POLICE OFFICER,,,
6282,18220,,9702,POLICE OFFICER,,,
6283,18221,,7763,POLICE OFFICER,,,
6284,18222,,11739,POLICE OFFICER,,,
6285,18223,,16327,POLICE OFFICER,,,
6286,18224,,11011,POLICE OFFICER,,,
6287,18225,,7208,POLICE OFFICER,,,
6288,18226,,19014,POLICE OFFICER,,,
6289,18227,,21268,PO AS DETECTIVE,,,
6290,18228,,10517,POLICE OFFICER,,,
6291,18229,,15369,POLICE OFFICER,,,
6292,18230,,12427,POLICE OFFICER,,,
6293,18231,,8215,POLICE OFFICER,,,
6294,18232,,21328,PO AS DETECTIVE,,,
6295,18233,,18829,POLICE OFFICER,,,
6296,18234,,7729,POLICE OFFICER,,,
6297,18235,,21383,PO AS DETECTIVE,,,
6298,18236,,19939,POLICE OFFICER,,,
6299,18237,,15104,POLICE OFFICER,,,
6300,18238,,6460,POLICE OFFICER,,,
6301,18239,,19538,POLICE OFFICER,,,
6302,18240,,2666,SERGEANT OF POLICE,,,
6303,18241,,20436,PO AS DETECTIVE,,,
6304,18242,,10183,POLICE OFFICER,,,
6305,18243,,11371,POLICE OFFICER,,,
6306,18244,,21278,PO AS DETECTIVE,,,
6307,18245,,18495,POLICE OFFICER,,,
6308,18163,,10518,POLICE OFFICER,,,
6309,18246,,21384,PO AS DETECTIVE,,,
6310,18247,,11228,POLICE OFFICER,,,
6311,18248,,14539,POLICE OFFICER,,,
6312,18249,,5697,POLICE OFFICER,,,
6313,18250,,5959,POLICE OFFICER,,,
6314,18251,,5237,POLICE OFFICER,,,
6315,18252,,21032,PO AS DETECTIVE,,,
6316,18253,,8934,POLICE OFFICER,,,
6317,18254,,17626,POLICE OFFICER,,,
6318,18255,,14957,POLICE OFFICER,,,
6319,18256,,16413,POLICE OFFICER,,,
6320,18257,,13015,POLICE OFFICER,,,
6321,18258,,5344,POLICE OFFICER,,,
6322,18259,,5130,POLICE OFFICER,,,
6323,18260,,8042,POLICE OFFICER,,,
6324,18261,,321,LIEUTENANT OF POLICE,,,
6325,18262,,4390,POLICE OFFICER,,,
6326,18263,,600,LIEUTENANT OF POLICE,,,
6327,18264,,7475,POLICE OFFICER,,,
6328,18265,,19866,POLICE OFFICER,,,
6329,18266,,19053,POLICE OFFICER,,,
6330,18267,,18284,POLICE OFFICER,,,
6331,18268,,11904,POLICE OFFICER,,,
6332,18269,,19972,POLICE OFFICER,,,
6333,18270,,8810,POLICE OFFICER,,,
6334,18271,,1081,SERGEANT OF POLICE,,,
6335,18272,,20408,PO AS DETECTIVE,,,
6336,18273,,20208,PO AS DETECTIVE,,,
6337,18274,,21148,PO AS DETECTIVE,,,
6338,18275,,11525,POLICE OFFICER,,,
6339,18276,,14803,POLICE OFFICER,,,
6340,18277,,21246,PO AS DETECTIVE,,,
6341,18278,,6338,POLICE OFFICER,,,
6342,18279,,3001,POLICE OFFICER,,,
6343,18280,,17698,POLICE OFFICER,,,
6344,18281,,13711,POLICE OFFICER,,,
6345,18282,,14225,POLICE OFFICER,,,
6346,18283,,10679,POLICE OFFICER,,,
6347,18284,,8522,POLICE OFFICER,,,
6348,18285,,17134,POLICE OFFICER,,,
6349,18286,,14015,POLICE OFFICER,,,
6350,18287,,14294,POLICE OFFICER,,,
6351,18288,,8848,POLICE OFFICER,,,
6352,18289,,969,SERGEANT OF POLICE,,,
6353,18290,,18994,POLICE OFFICER,,,
6354,18291,,14944,POLICE OFFICER,,,
6355,18292,,21385,PO AS DETECTIVE,,,
6356,18293,,7098,POLICE OFFICER,,,
6357,18294,,17021,POLICE OFFICER,,,
6358,18295,,17753,POLICE OFFICER,,,
6359,18296,,10606,POLICE OFFICER,,,
6360,18297,,1630,SERGEANT OF POLICE,,,
6361,18298,,1924,SERGEANT OF POLICE,,,
6362,18299,,1919,SERGEANT OF POLICE,,,
6363,18300,,14695,POLICE OFFICER,,,
6364,18301,,18015,POLICE OFFICER,,,
6365,18302,,17035,POLICE OFFICER,,,
6366,18303,,11696,POLICE OFFICER,,,
6367,18304,,2114,SERGEANT OF POLICE,,,
6368,18305,,10246,POLICE OFFICER,,,
6369,18306,,9724,POLICE OFFICER,,,
6370,18307,,20582,PO AS DETECTIVE,,,
6371,18308,,5549,POLICE OFFICER,,,
6372,18309,,2850,POLICE OFFICER,,,
6373,18310,,15022,POLICE OFFICER,,,
6374,18311,,1359,SERGEANT OF POLICE,,,
6375,18312,,17471,POLICE OFFICER,,,
6376,18313,,,POLICE OFFICER,,,
6377,18314,,20561,PO AS DETECTIVE,,,
6378,18315,,2201,SERGEANT OF POLICE,,,
6379,18316,,10639,POLICE OFFICER,,,
6380,18317,,3309,POLICE OFFICER,,,
6381,18318,,7926,POLICE OFFICER,,,
6382,18319,,16877,POLICE OFFICER,,,
6383,18320,,11652,PO/MARINE OFFICER,,,
6384,18321,,17517,POLICE OFFICER,,,
6385,18322,,14614,POLICE OFFICER,,,
6386,18323,,7105,POLICE OFFICER,,,
6387,18324,,2249,SERGEANT OF POLICE,,,
6388,18325,,,POLICE OFFICER,,,
6389,18326,,3484,POLICE OFFICER,,,
6390,18327,,16310,POLICE OFFICER,,,
6391,18328,,15280,POLICE OFFICER,,,
6392,18329,,13955,POLICE OFFICER,,,
6393,18330,,18563,POLICE OFFICER,,,
6394,18331,,6223,POLICE OFFICER,,,
6395,18332,,16539,POLICE OFFICER,,,
6396,18333,,12031,POLICE OFFICER,,,
6397,18334,,17033,POLICE OFFICER,,,
6398,18335,,10075,POLICE OFFICER,,,
6399,18336,,4000,POLICE OFFICER,,,
6400,18337,,17438,POLICE OFFICER,,,
6401,18338,,7343,POLICE OFFICER,,,
6402,18339,,20729,PO AS DETECTIVE,,,
6403,18340,,9356,POLICE OFFICER,,,
6404,18342,,7028,POLICE OFFICER,,,
6405,18341,,2088,SERGEANT OF POLICE,,,
6406,18343,,17575,POLICE OFFICER,,,
6407,18344,,21298,PO AS DETECTIVE,,,
6408,18345,,8216,POLICE OFFICER,,,
6409,18346,,3617,POLICE OFFICER,,,
6410,18347,,1953,SERGEANT OF POLICE,,,
6411,18348,,17010,POLICE OFFICER,,,
6412,18349,,12886,POLICE OFFICER,,,
6413,18350,,7775,POLICE OFFICER,,,
6414,18351,,8355,POLICE OFFICER,,,
6415,18352,,10389,PO ASGN LATEN F/P EX,,,
6416,18353,,11482,POLICE OFFICER,,,
6417,18354,,17484,POLICE OFFICER,,,
6418,18355,,13032,POLICE OFFICER,,,
6419,18356,,703,LIEUTENANT OF POLICE,,,
6420,18357,,5210,POLICE OFFICER,,,
6421,18358,,17716,POLICE OFFICER,,,
6422,18359,,10369,POLICE OFFICER,,,
6423,18360,,9868,POLICE OFFICER,,,
6424,18361,,7516,POLICE OFFICER,,,
6425,18362,,1863,SERGEANT OF POLICE,,,
6426,18363,,12555,POLICE OFFICER,,,
6427,18364,,20320,PO AS DETECTIVE,,,
6428,18365,,8876,POLICE OFFICER,,,
6429,18366,,19383,POLICE OFFICER,,,
6430,18367,,562,LIEUTENANT OF POLICE,,,
6431,18368,,13350,POLICE OFFICER,,,
6432,18369,,20566,PO AS DETECTIVE,,,
6433,18370,,17571,POLICE OFFICER,,,
6434,18371,,9336,POLICE OFFICER,,,
6435,18372,,19703,POLICE OFFICER,,,
6436,18373,,18991,POLICE OFFICER,,,
6437,18374,,4688,POLICE OFFICER,,,
6438,18375,,6555,POLICE OFFICER,,,
6439,18376,,14098,PO ASGN EVID. TECHNI,,,
6440,18377,,2631,SERGEANT OF POLICE,,,
6441,18378,,9057,POLICE OFFICER,,,
6442,18379,,19862,POLICE OFFICER,,,
6443,18380,,5842,POLICE OFFICER,,,
6444,18381,,15581,POLICE OFFICER,,,
6445,18382,,15073,PO/MOUNTED PAT OFF.,,,
6446,18383,,844,SERGEANT OF POLICE,,,
6447,18384,,8403,POLICE OFFICER,,,
6448,18385,,14663,POLICE OFFICER,,,
6449,18386,,1376,SERGEANT OF POLICE,,,
6450,18387,,5403,POLICE OFFICER,,,
6451,18388,,15691,POLICE OFFICER,,,
6452,18389,,9119,POLICE OFFICER,,,
6453,18390,,9945,POLICE OFFICER,,,
6454,18391,,18409,POLICE OFFICER,,,
6455,18392,,17374,POLICE OFFICER,,,
6456,18393,,9970,POLICE OFFICER,,,
6457,18394,,2970,POLICE OFFICER,,,
6458,18395,,12399,POLICE OFFICER,,,
6459,18396,,11630,POLICE OFFICER,,,
6460,18397,,1992,SERGEANT OF POLICE,,,
6461,18398,,1999,SERGEANT OF POLICE,,,
6462,18399,,288,LIEUTENANT OF POLICE,,,
6463,18400,,18972,POLICE OFFICER,,,
6464,18401,,12974,POLICE OFFICER,,,
6465,18402,,19475,POLICE OFFICER,,,
6466,18403,,18894,POLICE OFFICER,,,
6467,18404,,18441,POLICE OFFICER,,,
6468,18405,,2108,SERGEANT OF POLICE,,,
6469,18406,,20563,PO AS DETECTIVE,,,
6470,18407,,14909,POLICE OFFICER,,,
6471,18408,,18440,POLICE OFFICER,,,
6472,18409,,12409,POLICE OFFICER,,,
6473,18410,,16839,POLICE OFFICER,,,
6474,18411,,16570,PO ASGN EVID. TECHNI,,,
6475,18412,,14270,POLICE OFFICER,,,
6476,18413,,20183,PO AS DETECTIVE,,,
6477,18414,,8230,POLICE OFFICER,,,
6478,18415,,1647,SERGEANT OF POLICE,,,
6479,18416,,7760,POLICE OFFICER,,,
6480,18417,,6691,POLICE OFFICER,,,
6481,18418,,52,CAPTAIN OF POLICE,,,
6482,18419,,2064,SERGEANT OF POLICE,,,
6483,18420,,10173,POLICE OFFICER,,,
6484,18421,,19529,POLICE OFFICER,,,
6485,18422,,15460,POLICE OFFICER,,,
6486,18423,,12187,POLICE OFFICER,,,
6487,18424,,19996,PO ASGN EVID. TECHNI,,,
6488,18425,,10222,POLICE OFFICER,,,
6489,18426,,4718,POLICE OFFICER,,,
6490,18427,,4332,POLICE OFFICER,,,
6491,18428,,2082,SERGEANT OF POLICE,,,
6492,18429,,19005,POLICE OFFICER,,,
6493,18430,,9284,POLICE OFFICER,,,
6494,18431,,19054,POLICE OFFICER,,,
6495,18432,,17257,POLICE OFFICER,,,
6496,18433,,8270,POLICE OFFICER,,,
6497,18434,,19638,POLICE OFFICER,,,
6498,18435,,13905,POLICE OFFICER,,,
6499,18436,,20182,PO AS DETECTIVE,,,
6500,18437,,9661,POLICE OFFICER,,,
6501,18438,,8460,POLICE OFFICER,,,
6502,18439,,17181,POLICE OFFICER,,,
6503,18440,,3170,POLICE OFFICER,,,
6504,18441,,11364,POLICE OFFICER,,,
6505,18442,,7705,POLICE OFFICER,,,
6506,18443,,17363,POLICE OFFICER,,,
6507,18444,,16649,POLICE OFFICER,,,
6508,18445,,1628,SERGEANT OF POLICE,,,
6509,18446,,7048,POLICE OFFICER,,,
6510,18447,,12195,POLICE OFFICER,,,
6511,18448,,14440,POLICE OFFICER,,,
6512,18449,,14547,POLICE OFFICER,,,
6513,18450,,21127,PO AS DETECTIVE,,,
6514,18451,,4997,POLICE OFFICER,,,
6515,18452,,19568,POLICE OFFICER,,,
6516,18453,,21234,PO AS DETECTIVE,,,
6517,18454,,14313,POLICE OFFICER,,,
6518,18455,,3054,POLICE OFFICER,,,
6519,18456,,17246,POLICE OFFICER,,,
6520,18457,,12895,POLICE OFFICER,,,
6521,18458,,1456,SERGEANT OF POLICE,,,
6522,18459,,2065,SERGEANT OF POLICE,,,
6523,18460,,18679,POLICE OFFICER,,,
6524,18461,,18208,POLICE OFFICER,,,
6525,18462,,10923,POLICE OFFICER,,,
6526,18463,,6506,POLICE OFFICER,,,
6527,18464,,10746,POLICE OFFICER,,,
6528,18465,,19088,POLICE OFFICER,,,
6529,18466,,8786,POLICE OFFICER,,,
6530,18467,,1257,SERGEANT OF POLICE,,,
6531,18468,,17346,POLICE OFFICER,,,
6532,18470,,1891,SERGEANT OF POLICE,,,
6533,18469,,16455,POLICE OFFICER,,,
6534,18471,,21606,PO AS DETECTIVE,,,
6535,18472,,14425,POLICE OFFICER,,,
6536,18473,,16449,POLICE OFFICER,,,
6537,18474,,1099,SERGEANT OF POLICE,,,
6538,18475,,2583,SERGEANT OF POLICE,,,
6539,18476,,1871,SERGEANT OF POLICE,,,
6540,18477,,18614,POLICE OFFICER,,,
6541,18478,,12928,POLICE OFFICER,,,
6542,18479,,12424,POLICE OFFICER,,,
6543,18480,,12500,POLICE OFFICER,,,
6544,18481,,14424,POLICE OFFICER,,,
6545,18482,,9541,POLICE OFFICER,,,
6546,18483,,13499,POLICE OFFICER,,,
6547,18484,,13293,POLICE OFFICER,,,
6548,18485,,14021,POLICE OFFICER,,,
6549,18486,,19434,POLICE OFFICER,,,
6550,18487,,14519,POLICE OFFICER,,,
6551,18488,,1274,SERGEANT OF POLICE,,,
6552,18489,,17263,POLICE OFFICER,,,
6553,18490,,21303,PO AS DETECTIVE,,,
