id,officer id,officer unique identifier,badge number,job title,start date,end date,unit id
2790,14727,,19506,POLICE OFFICER,,,
2791,14728,,6573,PO ASGN EVID. TECHNI,,,
2792,14729,,450,COMMANDER,,,
2793,14730,,14200,POLICE OFFICER,,,
2794,14731,,21093,PO AS DETECTIVE,,,
2795,14732,,9505,POLICE OFFICER,,,
2796,14733,,7457,POLICE OFFICER,,,
2797,14734,,13953,PO ASSG CANINE HANDL,,,
2798,14735,,18356,POLICE OFFICER,,,
2799,14736,,5329,POLICE OFFICER,,,
2800,14737,,14755,POLICE OFFICER,,,
2801,14738,,18733,POLICE OFFICER,,,
2802,14739,,2491,SERGEANT OF POLICE,,,
2803,14740,,1635,SERGEANT OF POLICE,,,
2804,14741,,1244,SERGEANT OF POLICE,,,
2805,14742,,14032,POLICE OFFICER,,,
2806,14743,,19333,POLICE OFFICER,,,
2807,14744,,8755,POLICE OFFICER,,,
2808,14745,,14428,POLICE OFFICER,,,
2810,14747,,17098,POLICE OFFICER,,,
2811,14748,,789,LIEUTENANT OF POLICE,,,
2812,14749,,554,LIEUTENANT OF POLICE,,,
2813,14751,,12445,POLICE OFFICER,,,
2814,14750,,4651,POLICE OFFICER,,,
2815,14752,,21018,PO AS DETECTIVE,,,
2816,14753,,1059,SERGEANT OF POLICE,,,
2817,14754,,21094,PO AS DETECTIVE,,,
2818,14755,,12264,POLICE OFFICER,,,
2819,14756,,1393,SERGEANT OF POLICE,,,
2820,14757,,20639,PO AS DETECTIVE,,,
2821,14758,,20891,PO AS DETECTIVE,,,
2822,14759,,8568,POLICE OFFICER,,,
2823,14760,,20594,PO AS DETECTIVE,,,
2824,14761,,5272,POLICE OFFICER,,,
2825,14762,,6593,POLICE OFFICER,,,
2826,14763,,2926,POLICE OFFICER,,,
2827,14764,,1018,SERGEANT OF POLICE,,,
2828,14765,,17744,POLICE OFFICER,,,
2829,14766,,17973,POLICE OFFICER,,,
2830,14767,,8827,POLICE OFFICER,,,
2831,14768,,7600,POLICE OFFICER,,,
2832,14769,,4419,POLICE OFFICER,,,
2833,14770,,10677,POLICE OFFICER,,,
2834,14771,,5776,POLICE OFFICER,,,
2835,14772,,2100,SERGEANT OF POLICE,,,
2836,14773,,7554,PO ASGN EVID. TECHNI,,,
2837,14774,,7556,POLICE OFFICER,,,
2838,14775,,16205,POLICE OFFICER,,,
2839,14776,,11128,POLICE OFFICER,,,
2840,14777,,1658,SERGEANT OF POLICE,,,
2841,14778,,20522,PO AS DETECTIVE,,,
2842,14779,,3374,POLICE OFFICER,,,
2843,14780,,13167,POLICE OFFICER,,,
2844,14781,,2309,SERGEANT OF POLICE,,,
2845,14782,,4859,POLICE OFFICER,,,
2846,14783,,1706,SERGEANT OF POLICE,,,
2847,14784,,4135,POLICE OFFICER,,,
2848,14785,,19966,POLICE OFFICER,,,
2849,14786,,16368,POLICE OFFICER,,,
2850,14787,,11932,POLICE OFFICER,,,
2851,14788,,19493,POLICE OFFICER,,,
2852,14789,,4299,POLICE OFFICER,,,
2853,14790,,7916,POLICE OFFICER,,,
2854,14791,,16254,POLICE OFFICER,,,
2855,14792,,17972,POLICE OFFICER,,,
2856,14793,,19034,POLICE OFFICER,,,
2857,14794,,10781,POLICE OFFICER,,,
2858,14795,,19047,POLICE OFFICER,,,
2859,14796,,19268,POLICE OFFICER,,,
2860,14797,,10086,POLICE OFFICER,,,
2861,14798,,12140,POLICE OFFICER,,,
2862,14801,,20901,PO AS DETECTIVE,,,
2863,14802,,10400,POLICE OFFICER,,,
2864,14803,,16617,POLICE OFFICER,,,
2865,14804,,18716,POLICE OFFICER,,,
2866,14805,,2946,POLICE OFFICER,,,
2867,14799,,17986,POLICE OFFICER,,,
2868,14800,,21294,PO AS DETECTIVE,,,
2869,14806,,5052,POLICE OFFICER,,,
2870,14807,,4143,POLICE OFFICER,,,
2871,14808,,7385,POLICE OFFICER,,,
2872,14809,,10325,POLICE OFFICER,,,
2873,14810,,14524,POLICE OFFICER,,,
2874,14811,,15741,POLICE OFFICER,,,
2875,14812,,13780,POLICE OFFICER,,,
2876,14813,,21323,PO AS DETECTIVE,,,
2877,14814,,8194,POLICE OFFICER,,,
2878,14815,,19749,POLICE OFFICER,,,
2879,14816,,11721,POLICE OFFICER,,,
2880,14817,,19456,POLICE OFFICER,,,
2881,14818,,392,COMMANDER,,,
2882,14819,,11545,POLICE OFFICER,,,
2883,14820,,11337,POLICE OFFICER,,,
2884,14821,,19147,POLICE OFFICER,,,
2885,14822,,15424,POLICE OFFICER,,,
2886,14823,,4386,POLICE OFFICER,,,
2887,14824,,4607,POLICE OFFICER,,,
2888,14825,,17893,POLICE OFFICER,,,
2889,14826,,6020,POLICE OFFICER,,,
2890,14827,,1726,SERGEANT OF POLICE,,,
2891,14828,,20283,PO AS DETECTIVE,,,
2892,14829,,11176,POLICE OFFICER,,,
2893,14830,,15296,POLICE OFFICER,,,
2894,14831,,10189,POLICE OFFICER,,,
2895,14832,,10388,POLICE OFFICER,,,
2896,14833,,7159,POLICE OFFICER,,,
2897,14834,,17173,POLICE OFFICER,,,
2898,14835,,1702,SERGEANT OF POLICE,,,
2899,14836,,9979,POLICE OFFICER,,,
2900,14837,,1491,SERGEANT OF POLICE,,,
2901,14838,,6105,POLICE OFFICER,,,
2902,14839,,4462,POLICE OFFICER,,,
2903,14840,,416,COMMANDER,,,
2904,14841,,16882,POLICE OFFICER,,,
2905,14843,,16706,POLICE OFFICER,,,
2906,14842,,5761,POLICE OFFICER,,,
2907,14844,,16436,POLICE OFFICER,,,
2908,14845,,3413,POLICE OFFICER,,,
2909,14846,,13930,POLICE OFFICER,,,
2910,14847,,6515,POLICE OFFICER,,,
2911,14848,,17736,POLICE OFFICER,,,
2912,14849,,15514,POLICE OFFICER,,,
2913,14850,,1803,SERGEANT OF POLICE,,,
2914,14851,,15473,POLICE OFFICER,,,
2915,14852,,10663,POLICE OFFICER,,,
2916,14853,,2873,POLICE OFFICER,,,
2917,14854,,16829,POLICE OFFICER,,,
2918,14855,,15600,POLICE OFFICER,,,
2919,14856,,6154,POLICE OFFICER,,,
2920,14857,,1167,SERGEANT OF POLICE,,,
2921,14858,,21037,PO AS DETECTIVE,,,
2922,14859,,10658,POLICE OFFICER,,,
2923,14860,,7463,POLICE OFFICER,,,
2924,14861,,12339,POLICE OFFICER,,,
2925,14862,,2703,POLICE OFFICER,,,
2926,14863,,12057,POLICE OFFICER,,,
2927,14864,,3579,POLICE OFFICER,,,
2928,14865,,18683,POLICE OFFICER,,,
2929,14866,,19236,POLICE OFFICER,,,
2930,14867,,20601,PO AS DETECTIVE,,,
2931,14868,,15529,POLICE OFFICER,,,
2932,14869,,2080,SERGEANT OF POLICE,,,
2933,14870,,15224,POLICE OFFICER,,,
2934,14871,,19105,POLICE OFFICER,,,
2935,14872,,19680,POLICE OFFICER,,,
2936,14873,,4130,POLICE OFFICER,,,
2937,14874,,18217,POLICE OFFICER,,,
2938,14875,,7549,PO ASGN EVID. TECHNI,,,
2939,14876,,20372,PO AS DETECTIVE,,,
2940,14877,,15554,POLICE OFFICER,,,
2941,14878,,7593,POLICE OFFICER,,,
2942,14879,,2743,POLICE OFFICER,,,
2943,14880,,21134,PO AS DETECTIVE,,,
2944,14881,,935,SERGEANT OF POLICE,,,
2945,14882,,17075,POLICE OFFICER,,,
2946,14883,,8701,POLICE OFFICER,,,
2947,14884,,7541,POLICE OFFICER,,,
2948,14885,,19993,POLICE OFFICER,,,
2949,14886,,15351,POLICE OFFICER,,,
2950,14887,,20817,PO AS DETECTIVE,,,
2951,14888,,2315,SERGEANT OF POLICE,,,
2952,14889,,21793,PO AS DETECTIVE,,,
2953,14890,,16665,PO/MARINE OFFICER,,,
2954,14891,,15336,PO/MARINE OFFICER,,,
2955,14892,,17240,POLICE OFFICER,,,
2956,14893,,14250,POLICE OFFICER,,,
2957,14894,,14374,POLICE OFFICER,,,
2958,14895,,13921,POLICE OFFICER,,,
2959,14896,,17171,POLICE OFFICER,,,
2960,14897,,14311,POLICE OFFICER,,,
2961,14898,,12329,POLICE OFFICER,,,
2962,14899,,3043,POLICE OFFICER,,,
2963,14900,,9181,POLICE OFFICER,,,
2964,14901,,15375,POLICE OFFICER,,,
2965,14902,,5083,POLICE OFFICER,,,
2966,14903,,1086,SERGEANT OF POLICE,,,
2967,14904,,13975,POLICE OFFICER,,,
2968,14905,,21236,EXPL TECH 1,,,
2969,14906,,13952,POLICE OFFICER,,,
2970,14907,,10095,POLICE OFFICER,,,
2971,14908,,16280,POLICE OFFICER,,,
2972,14909,,19970,POLICE OFFICER,,,
2973,14910,,5560,POLICE OFFICER,,,
2974,14911,,10014,POLICE OFFICER,,,
2975,14912,,18238,POLICE OFFICER,,,
2976,14913,,19173,POLICE OFFICER,,,
2977,14914,,13344,POLICE OFFICER,,,
2978,14915,,8401,POLICE OFFICER,,,
2979,14916,,19387,POLICE OFFICER,,,
2980,14917,,5954,POLICE OFFICER,,,
2981,14918,,15126,POLICE OFFICER,,,
2982,14919,,2320,SERGEANT OF POLICE,,,
2983,14920,,9806,POLICE OFFICER,,,
2984,14921,,1649,SERGEANT OF POLICE,,,
2985,14922,,19668,POLICE OFFICER,,,
2986,14923,,1485,SERGEANT OF POLICE,,,
2987,14924,,998,SERGEANT OF POLICE,,,
2988,14925,,1727,SERGEANT OF POLICE,,,
2989,14926,,5435,POLICE OFFICER,,,
2990,14927,,10865,POLICE OFFICER,,,
2991,14928,,14948,POLICE OFFICER,,,
2992,14929,,18791,POLICE OFFICER,,,
2993,14930,,11615,POLICE OFFICER,,,
2994,14931,,16897,POLICE OFFICER,,,
2995,14932,,21106,PO AS DETECTIVE,,,
2996,14933,,19129,POLICE OFFICER,,,
2997,14934,,14574,POLICE OFFICER,,,
2998,14935,,,SERGEANT OF POLICE,,,
2999,14936,,4181,POLICE OFFICER,,,
3000,14937,,17048,POLICE OFFICER,,,
3001,14938,,3760,POLICE OFFICER,,,
3002,14939,,8048,POLICE OFFICER,,,
3003,14940,,18638,POLICE OFFICER,,,
3004,14941,,1340,SERGEANT OF POLICE,,,
3005,14942,,16329,POLICE OFFICER,,,
3006,14943,,2158,SERGEANT OF POLICE,,,
3007,14944,,12859,POLICE OFFICER,,,
3008,14945,,7662,POLICE OFFICER,,,
3009,14946,,12210,PO ASGN EVID. TECHNI,,,
3010,14947,,4515,POLICE OFFICER,,,
3011,14948,,3290,POLICE OFFICER,,,
3012,14949,,5500,POLICE OFFICER,,,
3013,14950,,10689,POLICE OFFICER,,,
3014,14951,,18606,POLICE OFFICER,,,
3015,14952,,10733,POLICE OFFICER,,,
3016,14953,,19158,POLICE OFFICER,,,
3017,14954,,19226,POLICE OFFICER,,,
3018,14955,,17339,POLICE OFFICER,,,
3019,14957,,12599,POLICE OFFICER,,,
3020,14958,,13783,POLICE OFFICER,,,
3021,14959,,515,LIEUTENANT OF POLICE,,,
3022,14960,,18456,POLICE OFFICER,,,
3023,14956,,12053,POLICE OFFICER,,,
3024,14961,,5341,POLICE OFFICER,,,
3025,14962,,14180,POLICE OFFICER,,,
3026,14963,,2133,SERGEANT OF POLICE,,,
3027,14964,,17681,POLICE OFFICER,,,
3028,14965,,6702,POLICE OFFICER,,,
3029,14966,,18770,POLICE OFFICER,,,
3030,14967,,17704,POLICE OFFICER,,,
3031,14968,,11790,POLICE OFFICER,,,
3032,14969,,8148,POLICE OFFICER,,,
3033,14970,,12801,POLICE OFFICER,,,
3034,14971,,17649,POLICE OFFICER,,,
3035,14972,,19079,POLICE OFFICER,,,
3036,14973,,11009,POLICE OFFICER,,,
3037,14974,,4941,POLICE OFFICER,,,
3038,14975,,14904,POLICE OFFICER,,,
3039,14976,,291,LIEUTENANT OF POLICE,,,
3040,14977,,7591,POLICE OFFICER,,,
3041,14978,,7647,POLICE OFFICER,,,
3042,14979,,16153,POLICE OFFICER,,,
3043,14980,,1785,SERGEANT OF POLICE,,,
3044,14981,,1213,SERGEANT OF POLICE,,,
3045,14982,,5546,POLICE OFFICER,,,
3046,14983,,12794,POLICE OFFICER,,,
3047,14984,,5863,POLICE OFFICER,,,
3048,14985,,8400,POLICE OFFICER,,,
3049,14986,,9029,POLICE OFFICER,,,
3050,14987,,8437,POLICE OFFICER,,,
3051,14988,,6732,POLICE OFFICER,,,
3052,14989,,13020,POLICE OFFICER,,,
3053,14990,,5757,POLICE OFFICER,,,
3054,14991,,5101,POLICE OFFICER,,,
3055,14992,,3899,POLICE OFFICER,,,
3056,14993,,2677,SERGEANT OF POLICE,,,
3057,14994,,15413,POLICE OFFICER,,,
3058,14995,,2295,SERGEANT OF POLICE,,,
3059,14996,,15063,POLICE OFFICER,,,
3060,14997,,429,FIRST DEPUTY SUPT.,,,
3061,14998,,17477,POLICE OFFICER,,,
3062,14999,,15081,POLICE OFFICER,,,
3063,15000,,14348,POLICE OFFICER,,,
3064,15001,,40,COMMANDER,,,
3065,15002,,17189,POLICE OFFICER,,,
3066,15003,,7227,POLICE OFFICER,,,
3067,15004,,15163,POLICE OFFICER,,,
3068,15005,,16095,POLICE OFFICER,,,
3069,15006,,13042,POLICE OFFICER,,,
3070,15007,,15662,POLICE OFFICER,,,
3071,15008,,15824,POLICE OFFICER,,,
3072,15009,,19445,POLICE OFFICER,,,
3073,15010,,11877,POLICE OFFICER,,,
3074,15011,,,POLICE OFFICER,,,
3075,15012,,11634,POLICE OFFICER,,,
3076,15013,,3810,POLICE OFFICER,,,
3077,15014,,8529,POLICE OFFICER,,,
3078,15015,,20140,PO AS DETECTIVE,,,
3079,15017,,19795,POLICE OFFICER,,,
3080,15016,,11040,POLICE OFFICER,,,
3081,15018,,7966,POLICE OFFICER,,,
3082,15019,,4490,POLICE OFFICER,,,
3083,15020,,4098,POLICE OFFICER,,,
3084,15021,,3334,POLICE OFFICER,,,
3085,15022,,12699,POLICE OFFICER,,,
3086,15023,,5211,POLICE OFFICER,,,
3087,15024,,20902,PO AS DETECTIVE,,,
3088,15025,,5596,POLICE OFFICER,,,
3089,15026,,11240,POLICE OFFICER,,,
3090,15027,,6071,POLICE OFFICER,,,
3091,15028,,3771,POLICE OFFICER,,,
3092,15029,,8335,POLICE OFFICER,,,
3093,15030,,3366,POLICE OFFICER,,,
3094,15031,,19017,POLICE OFFICER,,,
3095,15032,,17737,POLICE OFFICER,,,
3096,15033,,19133,POLICE OFFICER,,,
3097,15034,,7419,POLICE OFFICER,,,
3098,15035,,7192,POLICE OFFICER,,,
3099,15036,,6383,POLICE OFFICER,,,
3100,15037,,13931,POLICE OFFICER,,,
3101,15038,,7316,POLICE OFFICER,,,
3102,15039,,4846,POLICE OFFICER,,,
3103,15040,,11910,POLICE OFFICER,,,
3104,15041,,17869,POLICE OFFICER,,,
3105,15042,,11109,POLICE OFFICER,,,
3106,15043,,9779,POLICE OFFICER,,,
3107,15044,,10039,POLICE OFFICER,,,
3108,15045,,2907,POLICE OFFICER,,,
3109,15046,,10642,POLICE OFFICER,,,
3110,15047,,6295,POLICE OFFICER,,,
3111,15048,,20526,PO AS DETECTIVE,,,
3112,15049,,20248,EXPL TECH 1,,,
3113,15050,,7348,POLICE OFFICER,,,
3114,15051,,443,LIEUTENANT OF POLICE,,,
3115,15052,,21158,PO AS DETECTIVE,,,
3116,15053,,17899,POLICE OFFICER,,,
3117,15054,,5815,POLICE OFFICER,,,
3118,15055,,20988,PO AS DETECTIVE,,,
3119,15056,,6395,POLICE OFFICER,,,
3120,15057,,3676,POLICE OFFICER,,,
3121,15058,,9411,POLICE OFFICER,,,
3122,15059,,8008,POLICE OFFICER,,,
3123,15060,,8234,POLICE OFFICER,,,
3124,15061,,14494,POLICE OFFICER,,,
3125,15062,,20927,PO AS DETECTIVE,,,
3126,15063,,18639,POLICE OFFICER,,,
3127,15064,,16158,POLICE OFFICER,,,
3128,15065,,20185,PO AS DETECTIVE,,,
3129,15066,,2508,SERGEANT OF POLICE,,,
3130,15067,,8653,POLICE OFFICER,,,
3131,15068,,18580,POLICE OFFICER,,,
3132,15069,,16646,POLICE OFFICER,,,
3133,15070,,13999,PO/FIELD TRNING OFF,,,
3134,15071,,10528,POLICE OFFICER,,,
3135,15072,,2559,SERGEANT OF POLICE,,,
3136,15073,,18572,POLICE OFFICER,,,
3137,15074,,15268,POLICE OFFICER,,,
3138,15075,,19295,POLICE OFFICER,,,
3139,15076,,9544,POLICE OFFICER,,,
3140,15077,,2104,SERGEANT OF POLICE,,,
3141,15078,,9431,POLICE OFFICER,,,
3142,15079,,14552,POLICE OFFICER,,,
3143,15080,,20409,PO AS DETECTIVE,,,
3144,15081,,15994,POLICE OFFICER,,,
3145,15082,,20823,PO AS DETECTIVE,,,
3146,15083,,17188,POLICE OFFICER,,,
3147,15084,,20001,PO AS DETECTIVE,,,
3148,15085,,4809,POLICE OFFICER,,,
3149,15086,,13797,POLICE OFFICER,,,
3150,15087,,15624,POLICE OFFICER,,,
3151,15088,,14352,POLICE OFFICER,,,
3152,15089,,16653,POLICE OFFICER,,,
3153,15090,,9942,POLICE OFFICER,,,
3154,15091,,13070,POLICE OFFICER,,,
3155,15092,,4170,POLICE OFFICER,,,
3156,15093,,17780,POLICE OFFICER,,,
3157,15094,,21117,PO AS DETECTIVE,,,
3158,15095,,10309,POLICE OFFICER,,,
3159,15096,,7418,POLICE OFFICER,,,
3160,15097,,6743,POLICE OFFICER,,,
3161,15098,,14204,POLICE OFFICER,,,
3162,15099,,3268,POLICE OFFICER,,,
3163,15100,,15209,POLICE OFFICER,,,
3164,15101,,10675,POLICE OFFICER,,,
3165,15102,,6418,POLICE OFFICER,,,
3166,15103,,17031,POLICE OFFICER,,,
3167,15104,,11443,POLICE OFFICER,,,
3168,15105,,4758,POLICE OFFICER,,,
3169,15106,,14189,POLICE OFFICER,,,
3170,15107,,19953,POLICE OFFICER,,,
3171,15108,,17775,POLICE OFFICER,,,
3172,15109,,15026,POLICE OFFICER,,,
3173,15110,,9848,POLICE OFFICER,,,
3174,15111,,19848,POLICE OFFICER,,,
3175,15112,,10317,POLICE OFFICER,,,
3176,15113,,10922,POLICE OFFICER,,,
3177,15114,,16807,POLICE OFFICER,,,
3178,15115,,17238,POLICE OFFICER,,,
3179,15116,,14075,POLICE OFFICER,,,
3180,15117,,6617,POLICE OFFICER,,,
3181,15118,,19006,POLICE OFFICER,,,
3182,15119,,12949,POLICE OFFICER,,,
3183,15120,,8638,POLICE OFFICER,,,
3184,15121,,3135,POLICE OFFICER,,,
3185,15122,,4121,POLICE OFFICER,,,
3186,15123,,10406,POLICE OFFICER,,,
3187,15124,,14938,POLICE OFFICER,,,
3188,15125,,20613,PO AS DETECTIVE,,,
3189,15126,,19479,POLICE OFFICER,,,
3190,15127,,20237,PO AS DETECTIVE,,,
3191,15128,,6781,POLICE OFFICER,,,
3192,15129,,15220,POLICE OFFICER,,,
3193,15130,,2306,SERGEANT OF POLICE,,,
3194,15131,,2957,POLICE OFFICER,,,
3195,15132,,8452,POLICE OFFICER,,,
3196,15133,,6253,POLICE OFFICER,,,
3197,15134,,11559,POLICE OFFICER,,,
3198,15135,,19013,POLICE OFFICER,,,
3199,15136,,11967,POLICE OFFICER,,,
3200,15137,,8890,POLICE OFFICER,,,
3201,15138,,16037,POLICE OFFICER,,,
3202,15139,,16295,POLICE OFFICER,,,
3203,15140,,17370,POLICE OFFICER,,,
3204,15141,,20809,PO AS DETECTIVE,,,
3205,15142,,6969,POLICE OFFICER,,,
3206,15143,,20286,PO AS DETECTIVE,,,
3207,15144,,11207,POLICE OFFICER,,,
3208,15146,,14213,POLICE OFFICER,,,
3209,15145,,17252,POLICE OFFICER,,,
3210,15147,,19603,POLICE OFFICER,,,
3211,15148,,6664,POLICE OFFICER,,,
3212,15149,,11636,POLICE OFFICER,,,
3213,15150,,7537,POLICE OFFICER,,,
3214,15151,,17494,POLICE OFFICER,,,
3215,15152,,3959,POLICE OFFICER,,,
3216,15153,,12335,POLICE OFFICER,,,
3217,15154,,12012,POLICE OFFICER,,,
3218,15155,,15792,POLICE OFFICER,,,
3219,15156,,19780,POLICE OFFICER,,,
3220,15157,,11891,POLICE OFFICER,,,
3221,15158,,1089,SERGEANT OF POLICE,,,
3222,15159,,13279,POLICE OFFICER,,,
3223,15160,,2409,SERGEANT OF POLICE,,,
3224,15161,,2519,SERGEANT OF POLICE,,,
3225,15162,,13739,POLICE OFFICER,,,
3226,15163,,12209,POLICE OFFICER,,,
3227,15164,,17503,POLICE OFFICER,,,
3228,15165,,10953,POLICE OFFICER,,,
3229,15166,,9504,POLICE OFFICER,,,
3230,15167,,6684,POLICE OFFICER,,,
3231,15168,,6906,POLICE OFFICER,,,
3232,15169,,2332,SERGEANT OF POLICE,,,
3233,15170,,11684,POLICE OFFICER,,,
3234,15171,,16099,POLICE OFFICER,,,
3235,15172,,1632,SERGEANT OF POLICE,,,
3236,15173,,6284,PO/EXP DET CAN HAND,,,
3237,15174,,472,LIEUTENANT OF POLICE,,,
3238,15175,,1487,SERGEANT OF POLICE,,,
3239,15176,,1989,SERGEANT OF POLICE,,,
3240,15177,,20532,PO AS DETECTIVE,,,
3241,15178,,3464,POLICE OFFICER,,,
3242,15179,,3463,POLICE OFFICER,,,
3243,15180,,9286,POLICE OFFICER,,,
3244,15181,,2854,POLICE OFFICER,,,
3245,15182,,2458,SERGEANT OF POLICE,,,
3246,15183,,12773,POLICE OFFICER,,,
3247,15184,,19946,PO ASGN EVID. TECHNI,,,
3248,15185,,10360,POLICE OFFICER,,,
3249,15186,,13740,POLICE OFFICER,,,
3250,15187,,5012,POLICE OFFICER,,,
3251,15188,,7513,POLICE OFFICER,,,
3252,15189,,17241,POLICE OFFICER,,,
3253,15190,,13132,POLICE OFFICER,,,
3254,15191,,2931,POLICE OFFICER,,,
3255,15192,,15428,POLICE OFFICER,,,
3256,15193,,14002,POLICE OFFICER,,,
3257,15194,,7249,POLICE OFFICER,,,
3258,15195,,13385,POLICE OFFICER,,,
3259,15196,,20445,PO AS DETECTIVE,,,
3260,15197,,16232,POLICE OFFICER,,,
3261,15198,,18305,POLICE OFFICER,,,
3262,15199,,12426,POLICE OFFICER,,,
3263,15200,,21225,PO AS DETECTIVE,,,
3264,15201,,10467,POLICE OFFICER,,,
3265,15202,,19723,POLICE OFFICER,,,
3266,15203,,,POLICE OFFICER,,,
3267,15204,,18457,POLICE OFFICER,,,
3268,15205,,19405,POLICE OFFICER,,,
3269,15206,,17730,POLICE OFFICER,,,
3270,15207,,287,LIEUTENANT OF POLICE,,,
3271,15208,,21126,PO AS DETECTIVE,,,
3272,15209,,15802,P O ASSGN SEC SPEC,,,
3273,15210,,6052,POLICE OFFICER,,,
3274,15211,,13107,POLICE OFFICER,,,
3275,15212,,1214,SERGEANT OF POLICE,,,
3276,15213,,3013,POLICE OFFICER,,,
3277,15214,,2816,POLICE OFFICER,,,
3278,15216,,12926,POLICE OFFICER,,,
3279,15215,,20110,PO AS DETECTIVE,,,
3280,15217,,9911,POLICE OFFICER,,,
3281,15218,,11887,POLICE OFFICER,,,
3282,15219,,6543,POLICE OFFICER,,,
3283,15220,,11884,POLICE OFFICER,,,
3284,15221,,9664,POLICE OFFICER,,,
3285,15222,,19483,POLICE OFFICER,,,
3286,15223,,17901,POLICE OFFICER,,,
3287,15224,,21042,PO AS DETECTIVE,,,
3288,15225,,5053,POLICE OFFICER,,,
3289,15226,,17845,POLICE OFFICER,,,
3290,15227,,18879,POLICE OFFICER,,,
3291,15228,,3841,POLICE OFFICER,,,
3292,15229,,7834,POLICE OFFICER,,,
3293,15230,,14567,POLICE OFFICER,,,
3294,15231,,16684,POLICE OFFICER,,,
3295,15232,,9878,POLICE OFFICER,,,
3296,15233,,19954,POLICE OFFICER,,,
3297,15234,,1738,SERGEANT OF POLICE,,,
3298,15235,,6814,POLICE OFFICER,,,
3299,15236,,13597,POLICE OFFICER,,,
3300,15237,,8646,POLICE OFFICER,,,
3301,15238,,1428,SERGEANT OF POLICE,,,
3302,15239,,20041,PO AS DETECTIVE,,,
3303,15240,,12037,POLICE OFFICER,,,
3304,15241,,7656,POLICE OFFICER,,,
3305,15242,,12429,PO ASSGN TRAFF SPEC,,,
3306,15243,,13584,POLICE OFFICER,,,
3307,15244,,1732,SERGEANT OF POLICE,,,
3308,15245,,13014,POLICE OFFICER,,,
3309,15246,,2480,SERGEANT OF POLICE,,,
3310,15247,,1547,SERGEANT OF POLICE,,,
3311,15248,,8257,POLICE OFFICER,,,
3312,15249,,15498,POLICE OFFICER,,,
3313,15250,,13734,POLICE OFFICER,,,
3314,15251,,1733,SERGEANT OF POLICE,,,
3315,15252,,17974,POLICE OFFICER,,,
3316,15253,,18533,PO/FIELD TRNING OFF,,,
3317,15254,,813,SERGEANT OF POLICE,,,
3318,15255,,19955,POLICE OFFICER,,,
3319,15256,,17389,POLICE OFFICER,,,
3320,15257,,11793,POLICE OFFICER,,,
3321,15258,,12318,POLICE OFFICER,,,
3322,15259,,,POLICE OFFICER,,,
3323,15260,,16085,POLICE OFFICER,,,
3324,15261,,2130,SERGEANT OF POLICE,,,
3325,15262,,6063,POLICE OFFICER,,,
3326,15263,,3981,POLICE OFFICER,,,
3327,15264,,19872,POLICE OFFICER,,,
3328,15265,,119,COMMANDER,,,
3329,15266,,14216,POLICE OFFICER,,,
3330,15267,,20720,PO AS DETECTIVE,,,
3331,15268,,7607,POLICE OFFICER,,,
3332,15269,,19166,POLICE OFFICER,,,
3333,15270,,17559,POLICE OFFICER,,,
3334,15271,,6252,POLICE OFFICER,,,
3335,15272,,9630,POLICE OFFICER,,,
3336,15273,,2682,SERGEANT OF POLICE,,,
3337,15274,,9708,POLICE OFFICER,,,
3338,15275,,1855,SERGEANT OF POLICE,,,
3339,15276,,19124,POLICE OFFICER,,,
3340,15277,,17274,POLICE OFFICER,,,
3341,15278,,4863,POLICE OFFICER,,,
3342,15279,,3037,POLICE OFFICER,,,
3343,15280,,7488,POLICE OFFICER,,,
3344,15281,,17622,POLICE OFFICER,,,
3345,15282,,7155,POLICE OFFICER,,,
3346,15283,,2129,SERGEANT OF POLICE,,,
3347,15284,,2187,SERGEANT OF POLICE,,,
3348,15285,,13549,POLICE OFFICER,,,
3349,15286,,15344,POLICE OFFICER,,,
3350,15287,,987,SERGEANT OF POLICE,,,
3351,15288,,15489,POLICE OFFICER,,,
3352,15289,,8080,POLICE OFFICER,,,
3353,15290,,4461,POLICE OFFICER,,,
3354,15291,,14813,POLICE OFFICER,,,
3355,15292,,7019,POLICE OFFICER,,,
3356,15293,,4075,POLICE OFFICER,,,
3357,15294,,17307,POLICE OFFICER,,,
3358,15295,,3456,POLICE OFFICER,,,
3359,15296,,5806,POLICE OFFICER,,,
3360,15297,,2323,PO LEGAL OFF 2,,,
3361,15298,,3689,POLICE OFFICER,,,
3362,15299,,17305,POLICE OFFICER,,,
3363,15300,,19627,POLICE OFFICER,,,
3364,15301,,11981,POLICE OFFICER,,,
3365,15302,,11161,POLICE OFFICER,,,
3366,15303,,4595,POLICE OFFICER,,,
3367,15304,,21240,PO AS DETECTIVE,,,
3368,15305,,19743,POLICE OFFICER,,,
3369,15306,,3545,POLICE OFFICER,,,
3370,15307,,535,LIEUTENANT OF POLICE,,,
3371,15308,,21025,EXPL TECH 1,,,
3372,15309,,15346,POLICE OFFICER,,,
3373,15310,,7759,POLICE OFFICER,,,
3374,15311,,19818,POLICE OFFICER,,,
3375,15312,,10586,POLICE OFFICER,,,
3376,15313,,9195,POLICE OFFICER,,,
3377,15314,,4072,POLICE OFFICER,,,
3378,15315,,16024,POLICE OFFICER,,,
3379,15316,,11394,POLICE OFFICER,,,
3380,15317,,10613,POLICE OFFICER,,,
3381,15318,,3711,POLICE OFFICER,,,
3382,15319,,17601,POLICE OFFICER,,,
