id,url,title,link_type,author,officer_ids
,https://cpdp.co/officer/29852/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100365
,https://cpdp.co/officer/31133/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100368
,https://cpdp.co/officer/10405/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100369
,https://cpdp.co/officer/23535/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100370
,https://cpdp.co/officer/4980/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100371
,https://cpdp.co/officer/17557/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100376
,https://cpdp.co/officer/24126/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100383
,https://cpdp.co/officer/24755/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100384
,https://cpdp.co/officer/26256/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100385
,https://cpdp.co/officer/28939/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100386
,https://cpdp.co/officer/27064/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100387
,https://cpdp.co/officer/21755/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100391
,https://cpdp.co/officer/29639/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100393
,https://cpdp.co/officer/18821/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100396
,https://cpdp.co/officer/6699/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100405
,https://cpdp.co/officer/11051/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100409
,https://cpdp.co/officer/29217/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100418
,https://cpdp.co/officer/4339/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100421
,https://cpdp.co/officer/26611/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100423
,https://cpdp.co/officer/21153/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100424
,https://cpdp.co/officer/7653/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100432
,https://cpdp.co/officer/10951/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100436
,https://cpdp.co/officer/11739/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100437
,https://cpdp.co/officer/12550/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100438
,https://cpdp.co/officer/13400/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100440
,https://cpdp.co/officer/13986/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100441
,https://cpdp.co/officer/14112/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100442
,https://cpdp.co/officer/15844/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100443
,https://cpdp.co/officer/19596/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100445
,https://cpdp.co/officer/20133/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100446
,https://cpdp.co/officer/20557/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100447
,https://cpdp.co/officer/22409/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100448
,https://cpdp.co/officer/23417/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100450
,https://cpdp.co/officer/26341/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100454
,https://cpdp.co/officer/27593/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100455
,https://cpdp.co/officer/28960/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100456
,https://cpdp.co/officer/30169/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100457
,https://cpdp.co/officer/32/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100460
,https://cpdp.co/officer/1606/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100461
,https://cpdp.co/officer/4649/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100465
,https://cpdp.co/officer/5927/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100466
,https://cpdp.co/officer/6520/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100467
,https://cpdp.co/officer/12335/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100474
,https://cpdp.co/officer/13211/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100475
,https://cpdp.co/officer/14117/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100476
,https://cpdp.co/officer/16719/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100481
,https://cpdp.co/officer/16720/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100482
,https://cpdp.co/officer/17305/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100483
,https://cpdp.co/officer/19919/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100486
,https://cpdp.co/officer/20061/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100488
,https://cpdp.co/officer/20393/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100489
,https://cpdp.co/officer/22597/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100492
,https://cpdp.co/officer/24573/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100494
,https://cpdp.co/officer/26549/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100495
,https://cpdp.co/officer/27384/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100496
,https://cpdp.co/officer/27393/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100497
,https://cpdp.co/officer/27571/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100498
,https://cpdp.co/officer/16338/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100505
,https://cpdp.co/officer/17611/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100506
,https://cpdp.co/officer/22616/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100507
,https://cpdp.co/officer/9274/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100509
,https://cpdp.co/officer/2018/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100517
,https://cpdp.co/officer/1569/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100519
,https://cpdp.co/officer/16501/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100522
,https://cpdp.co/officer/24091/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100524
,https://cpdp.co/officer/29528/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100525
,https://cpdp.co/officer/30047/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100526
,https://cpdp.co/officer/31341/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100527
,https://cpdp.co/officer/5017/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100528
,https://cpdp.co/officer/155/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100530
,https://cpdp.co/officer/1654/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100531
,https://cpdp.co/officer/2475/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100532
,https://cpdp.co/officer/2662/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100533
,https://cpdp.co/officer/2984/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100534
,https://cpdp.co/officer/5476/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100536
,https://cpdp.co/officer/7224/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100537
,https://cpdp.co/officer/9111/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100539
,https://cpdp.co/officer/9228/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100540
,https://cpdp.co/officer/9690/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100541
,https://cpdp.co/officer/11174/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100542
,https://cpdp.co/officer/13959/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100543
,https://cpdp.co/officer/14660/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100544
