right_idx,left_idx,score
124024,15677,10.0
124025,15929,10.0
124026,15919,10.0
124027,15918,10.0
124028,16119,11.0
124029,16503,10.0
124031,18141,10.0
124032,18367,10.0
124034,18558,10.0
124035,18933,10.0
124036,18934,10.0
124038,19900,10.0
124043,20865,10.0
124044,20866,10.0
124045,20996,10.0
124046,20995,10.0
124047,20994,10.0
124050,21076,11.0
124052,21420,10.0
124054,21496,9.0
124055,22136,10.0
124056,22308,11.5
124057,22359,11.0
124058,22552,10.0
124059,22723,9.0
124060,22722,11.0
124062,23104,10.0
124072,12173,10.0
124074,12268,9.5
124076,12319,11.0
124077,12351,11.5
124079,12376,11.0
124086,12469,11.5
124089,12488,11.5
124090,12538,10.5
124093,12624,11.5
124096,12643,11.5
124102,12788,10.5
124104,12878,11.5
124106,12881,11.5
124116,13059,11.5
124118,13116,10.5
124125,13288,10.0
124126,13289,10.0
124132,13431,11.0
124146,13716,10.5
124153,13975,11.5
124156,14048,11.0
124158,14103,11.5
124159,14129,11.5
124168,14319,11.5
124176,14475,11.5
124191,14760,11.5
124202,15035,11.0
124205,15111,11.5
124207,15138,11.5
124208,15168,11.5
124210,15199,11.5
124222,15671,11.5
124229,15788,11.5
124230,15921,10.0
124238,16017,11.5
124240,16029,11.5
124241,16059,11.5
124246,16101,11.0
124248,16188,11.5
124249,16195,11.5
124250,16207,11.5
124252,16260,11.5
124258,16419,11.5
124259,16428,11.5
124270,16692,9.5
124272,16713,11.5
124282,16934,11.5
124283,16958,10.5
124291,17091,11.5
124302,17252,11.5
124309,17316,10.5
124315,17369,11.5
124319,17449,10.5
124324,17464,11.5
124327,17509,11.5
124346,17843,11.5
124354,18074,11.5
124356,18164,11.5
124358,18171,10.5
124362,18264,11.5
124368,18308,11.5
124385,18681,11.5
124390,18753,10.5
124392,18778,11.5
124413,19226,10.5
124414,19255,11.5
124415,19271,11.5
124418,19296,11.5
124419,19300,10.0
124427,19527,11.5
124428,19526,11.5
124430,19543,11.5
124449,19985,11.5
124450,20017,11.5
124452,20105,11.5
124458,20199,11.0
124459,20220,10.5
124463,20358,10.5
124466,20397,11.0
124474,20484,10.0
124478,20518,11.5
124481,20559,11.5
124489,20811,11.5
124495,20890,11.5
124497,20944,11.5
124501,21060,11.0
124503,21073,11.5
124505,21148,11.5
124506,21147,11.0
124509,21188,10.0
124517,21409,11.5
124518,21447,10.5
124521,21504,11.0
124530,21631,11.5
124532,21641,10.5
124538,21707,10.5
124539,21720,11.5
124549,21976,11.5
124558,22085,11.5
124561,22141,10.0
124570,22202,8.5
124573,22257,11.5
124581,22385,11.5
124590,22687,11.5
124597,22821,11.5
124599,22842,11.5
124600,22869,11.5
124607,23079,10.0
124608,23111,11.5
124616,23236,11.5
124622,23287,10.5
124631,23523,11.5
124632,23522,11.5
124633,23558,11.5
124635,23600,9.5
124638,23627,11.5
124639,23639,11.5
124640,23645,11.5
124643,23735,11.5
124648,23819,11.5
124653,23857,11.5
124655,13279,11.0
124659,19592,11.5
124660,21029,11.5
124662,23461,11.5
124663,15311,11.5
124665,21051,11.5
124669,23434,11.5
124670,12597,11.5
124671,12897,11.5
124674,15598,10.0
124678,19733,11.5
124680,20012,11.5
124681,20438,11.5
124682,20997,9.0
124683,22620,10.5
124688,22741,10.0
124689,23097,11.0
124691,17700,11.5
124693,12838,11.5
124695,14186,11.5
124696,16200,11.5
124697,16307,11.5
124698,16959,11.5
124700,17393,11.5
124701,18519,11.0
124706,21622,11.5
124708,15659,11.0
124709,17207,11.5
124712,20098,11.5
124713,13809,11.5
124714,11993,11.5
124716,12053,10.0
124718,12174,10.0
124719,12194,11.5
124734,12306,11.5
124737,12321,10.0
124747,12439,11.5
124749,12459,11.5
124750,12461,11.5
124760,12550,11.5
124762,12552,11.5
124765,12577,11.5
124767,12600,11.5
124769,12612,10.5
124774,12644,11.5
124775,12645,10.5
124781,12700,11.0
124782,12711,11.5
124784,12740,11.5
124787,12758,11.5
124791,12833,11.5
124798,12874,11.5
124806,12964,10.5
124811,12998,11.5
124815,13015,11.5
124820,13032,11.5
124823,13132,11.5
124829,13117,11.5
124830,13118,11.5
124834,13142,11.5
124839,13191,11.5
124848,13237,11.5
124856,13392,11.0
124857,13393,11.5
124861,13453,11.0
124862,13454,10.0
124866,13498,11.5
124870,13563,11.5
124871,13565,10.5
124872,13566,11.5
124873,13613,11.5
124874,13626,11.5
124879,13731,11.5
124883,13792,10.5
124892,13931,11.5
124894,13965,11.5
124897,13998,11.5
124901,14034,10.5
124905,14076,10.0
124907,14087,11.5
124910,14110,11.5
124919,14144,11.5
124921,14161,11.5
124925,14230,11.5
124926,14229,10.5
124927,14247,11.5
124929,14272,11.5
124930,14274,11.5
124933,14324,11.5
124942,14437,11.5
124945,14461,11.5
124957,14628,11.5
124959,14645,11.5
124960,14649,11.5
124965,14687,11.5
124966,14689,11.0
124969,14745,11.5
124972,14779,10.5
124973,14782,11.5
124988,14861,10.5
124994,14901,11.5
124998,14928,11.5
125002,14944,11.5
125015,15021,10.0
125016,15024,11.5
125034,15223,11.5
125043,15238,11.5
125050,15297,11.0
125061,15402,11.5
125065,15413,11.5
125074,15456,11.5
125079,15493,11.5
125084,15599,11.0
125086,15645,10.0
125087,15652,10.0
125094,15739,11.5
125096,15748,11.5
125100,15770,11.5
125101,15785,10.5
125106,15805,11.5
125107,15817,11.5
125109,15860,9.0
125110,15859,11.0
125112,15922,11.0
125113,15932,11.5
125118,15963,10.5
125122,16014,11.5
125128,16062,11.5
125133,16171,11.5
125136,16194,11.5
125145,16347,11.5
125146,16367,11.5
125155,16440,11.5
125157,16504,10.0
125160,16531,10.5
125168,16579,10.5
125172,16604,11.5
125173,16611,11.5
125175,16616,11.5
125184,16693,11.5
125188,16764,11.5
125190,16809,11.5
125191,16811,11.5
125196,16899,11.0
125197,16900,11.5
125201,16944,11.5
125217,17092,10.5
125221,17186,11.5
125224,17226,10.5
125232,17262,11.5
125242,17346,10.5
125243,17350,11.5
125244,17352,11.5
125245,17353,11.5
125249,17403,11.5
125251,17465,11.5
125255,17511,11.5
125259,17552,11.5
125269,17669,11.5
125270,17671,11.5
125274,17680,11.5
125277,17701,11.5
125287,17750,11.5
125295,17813,11.5
125315,18048,11.5
125317,18067,11.5
125320,18086,11.5
125324,18142,10.0
125335,18233,11.5
125350,18374,11.5
125356,18435,11.5
125363,18606,11.5
125367,18628,11.5
125380,18670,11.5
125381,18680,11.5
125390,18709,11.5
125403,18802,11.5
125405,18814,11.5
125410,18979,11.5
125414,18993,11.5
125417,19011,11.5
125433,19103,10.5
125436,19148,10.0
125443,19367,10.0
125446,19404,10.5
125448,19406,11.5
125451,19428,10.5
125454,19434,10.5
125456,19446,10.5
125460,19506,11.5
125465,19560,11.5
125467,19600,11.0
125475,19627,11.5
125476,19665,11.5
125480,19692,11.5
125483,19714,11.5
125492,19758,11.5
125500,19857,11.5
125502,19876,11.0
125508,19930,9.5
125510,19971,11.5
125512,20009,9.0
125515,20023,6.5
125527,20178,11.5
125531,20224,11.5
125532,20225,10.0
125533,20275,11.0
125554,20424,11.5
125555,20423,11.5
125560,20443,11.0
125572,20568,11.5
125573,20574,10.5
125575,20589,10.0
125578,20604,11.5
125584,20647,10.0
125586,20662,11.5
125587,20717,10.0
125589,20741,11.0
125591,20754,10.5
125606,20833,11.5
125608,20882,11.0
125613,20943,10.5
125620,21061,10.0
125623,21149,10.0
125626,21213,11.0
125631,21269,11.5
125634,21276,11.5
125637,21308,10.0
125640,21337,11.0
125651,21497,11.0
125662,21603,11.5
125671,21642,11.5
125677,21688,11.5
125682,21742,11.5
125691,21794,11.5
125699,21853,10.5
125701,21859,11.5
125721,22042,10.5
125738,22209,11.5
125742,22239,11.5
125743,22255,11.0
125746,22271,10.5
125751,22341,11.5
125760,22448,11.5
125770,22578,11.5
125774,22600,11.5
125776,22627,11.5
125778,22630,10.5
125781,22639,10.5
125784,22724,10.0
125790,22787,10.5
125792,22796,11.5
125801,22897,11.5
125807,22951,10.0
125817,23133,11.5
125824,23181,10.5
125832,23268,11.5
125837,23289,11.5
125839,23309,11.5
125847,23385,11.5
125848,23389,11.0
125851,23398,11.5
125853,23421,11.5
125867,23574,11.5
125873,23660,11.5
125878,23717,11.5
125879,23726,11.5
125880,23729,11.5
125881,23740,11.0
125882,23756,11.5
125892,23847,11.5
125893,23848,11.5
125895,12935,11.5
125896,13635,10.0
125898,16666,11.5
125900,22252,11.5
125903,12074,11.5
125905,13922,10.0
125906,14896,11.0
125907,15539,10.0
125908,15555,11.0
125909,15600,11.0
125911,15861,10.0
125912,15924,10.0
125913,15923,10.0
125916,18143,10.0
125917,18360,10.0
125918,18368,10.0
125919,18472,10.0
125921,19588,10.0
125922,20694,10.0
125923,21150,10.0
125924,21338,10.0
125925,21441,10.0
125926,21747,11.0
125927,21762,10.0
125928,22649,9.0
125930,23055,11.0
125932,23815,11.0
125933,12046,11.5
125934,14013,11.5
125936,15868,11.0
125938,16714,11.5
125939,16747,10.5
125940,18309,11.5
125942,20470,11.5
125943,20750,11.5
125947,20998,10.0
125956,20905,11.5
125957,21963,11.5
125959,12103,11.5
125963,20560,11.5
125969,18144,11.0
125972,20512,10.0
125973,21339,10.0
125974,21442,10.0
125975,14485,11.5
125976,14897,11.5
125978,15618,11.5
125980,21052,10.5
125981,22361,11.5
125982,22531,11.5
125983,23250,11.5
125984,23310,11.5
125985,18787,11.5
125988,15698,11.5
125990,12391,11.5
125991,12825,11.5
125997,16570,10.5
126001,17161,11.5
126002,17453,11.5
126003,18566,11.5
126005,19866,11.5
126007,20355,10.5
126009,22043,11.5
126010,22142,11.5
126013,23277,11.5
126015,23737,11.5
126016,13345,10.0
126017,14045,10.0
126018,14049,11.0
126019,14803,10.0
126020,15091,10.0
126021,15862,10.0
126024,18520,10.0
126025,19922,11.0
126027,22968,10.0
126030,14046,11.0
126031,15029,10.0
126032,15556,11.0
126033,18145,10.0
126034,14679,11.5
126036,12905,10.0
126039,17804,10.0
126040,18521,10.0
126041,19788,10.0
126043,20425,10.0
126045,12585,11.5
126048,15090,10.0
126053,15531,10.0
126054,16413,11.5
126058,16848,11.5
126062,17572,11.5
126064,17980,11.5
126069,19407,11.5
126072,20503,11.5
126076,21526,11.0
126089,23278,10.5
126090,23343,10.5
126092,23524,11.5
126099,14156,11.5
126101,17162,11.5
126107,20276,11.5
126108,20956,11.0
126110,21074,10.0
126116,15812,10.0
126117,15925,11.0
126118,21159,10.0
126119,21340,10.0
126120,23105,10.0
126124,20705,11.5
126127,14284,11.5
126129,15813,10.0
126139,22725,11.0
126141,23820,11.5
126147,20824,11.5
126155,12371,11.0
126156,12396,11.0
126159,12453,11.5
126162,12574,11.5
126164,12629,11.0
126169,12735,11.5
126171,12813,11.0
126176,12918,10.5
126182,13239,11.5
126186,13568,11.5
126191,13929,10.5
126193,14014,11.5
126202,14430,11.5
126209,14864,11.5
126221,15489,11.5
126224,15549,11.5
126229,15725,11.5
126234,15962,11.5
126243,16147,11.5
126245,16197,11.5
126251,16411,11.5
126260,16657,11.5
126266,16901,11.5
126267,16931,11.5
126268,16940,10.5
126270,16985,11.5
126273,17163,11.5
126274,17164,11.5
126275,17230,11.5
126285,17451,10.5
126292,17659,10.5
126295,17736,11.5
126305,18006,11.5
126307,18027,11.5
126313,18324,11.5
126314,18416,11.5
126332,19187,11.5
126344,19550,10.5
126350,19861,11.5
126360,20200,11.5
126364,20416,10.5
126368,20461,11.0
126373,20787,10.5
126375,20845,10.5
126383,21151,11.0
126397,21650,11.5
126407,21958,11.5
126427,22484,11.5
126436,22799,10.5
126441,23182,11.0
126444,23381,11.5
126445,23422,11.5
126446,23464,10.5
126452,23684,11.5
126454,23694,11.5
126458,23873,10.0
126459,20526,11.5
126463,13810,11.5
126465,17261,10.5
126467,14905,11.5
126469,17532,11.5
126470,17964,10.5
126474,23525,11.5
126475,22356,11.5
126476,22237,11.5
126481,12228,11.5
126482,19681,10.5
126485,19842,10.5
126490,20135,11.0
126491,22982,8.0
126492,20283,10.0
126496,12940,11.5
126500,20645,10.0
126501,17093,11.5
126502,22537,11.5
126506,16505,10.0
126507,19235,10.0
126508,22289,10.5
126514,22749,11.5
126524,20339,9.5
126531,21568,10.5
126535,18047,10.0
126540,19236,10.0
126544,23661,10.5
126545,17165,11.5
126546,16767,11.5
126549,22408,11.5
126552,12088,11.5
126555,16271,11.5
126558,17924,11.5
126561,22475,11.5
126564,14405,11.5
126565,13811,10.5
126566,17166,11.5
126568,16679,11.5
126569,12822,11.0
126570,22854,10.0
126576,12300,10.0
126577,12599,11.5
126579,12857,11.5
126583,14440,10.0
126586,15057,11.5
126593,16774,11.5
126596,16852,10.5
126600,17314,10.0
126606,18614,11.5
126624,22726,10.0
126625,23108,10.5
126627,23433,11.5
126633,16291,10.5
126634,19782,11.0
126636,13301,11.5
126640,14544,11.0
126641,14695,11.0
126642,15298,11.0
126644,17913,11.0
126645,18287,11.0
126646,18531,10.0
126648,19896,10.0
126649,20704,10.0
126650,20695,10.0
126651,20718,10.0
126652,20878,10.0
126653,21177,10.0
126654,21214,10.0
126656,21498,9.0
126657,22072,10.0
126658,22904,10.0
126659,22966,10.0
126660,23034,10.0
126661,23341,10.0
126663,23798,10.0
126666,15079,10.0
126668,17838,11.5
126672,12898,11.5
126676,15646,10.5
126684,15433,11.0
126693,13908,11.5
126694,18889,10.0
126698,12385,11.5
126702,13036,11.5
126706,14924,11.5
126722,18279,11.5
126723,18445,11.5
126724,18739,11.5
126730,20417,11.5
126734,21679,11.5
126738,22404,10.5
126742,23555,11.5
126743,23776,11.5
126745,13532,10.0
126746,17094,11.5
126749,21220,11.5
126750,21924,9.5
126755,11988,11.5
126757,12773,10.5
126758,13119,11.5
126759,13252,11.5
126760,13262,11.5
126762,14503,10.5
126763,14676,11.5
126764,15182,11.5
126766,15485,11.5
126768,15831,11.0
126769,15973,11.5
126770,16089,11.5
126771,16229,10.5
126772,16351,11.5
126775,16715,11.5
126776,17466,11.5
126777,17647,11.5
126778,17742,11.5
126779,17864,11.5
126780,17914,11.0
126782,18383,10.5
126783,18629,11.5
126784,18784,11.5
126785,18815,11.5
126786,19044,11.5
126787,19052,9.5
126789,19520,11.5
126790,19667,11.5
126792,19846,11.5
126793,20793,11.5
126795,21612,10.5
126796,21708,11.5
126797,21796,11.5
126799,22230,11.5
126800,22249,11.5
126802,22804,10.0
126803,23150,11.5
126804,23585,11.5
126805,23762,11.5
126806,13593,9.5
126807,17482,11.5
126808,22658,11.5
126813,13485,10.5
126818,17467,10.5
126820,21511,11.5
126821,22532,10.5
126823,21458,11.5
126826,15148,10.5
126827,14588,11.5
126833,17418,11.5
126834,15068,9.0
126836,12362,11.0
126837,13334,10.0
126838,13383,11.0
126840,14982,11.0
126841,15016,10.0
126842,15015,10.0
126843,15602,11.0
126844,15662,10.0
126845,16165,10.0
126846,17805,10.0
126848,19138,10.0
126849,19237,11.0
126850,20128,10.0
126851,20544,10.0
126852,21443,10.0
126853,21763,9.0
126854,22112,11.0
126856,12137,10.5
126858,13744,11.5
126870,17851,10.5
126877,20814,10.5
126878,21321,11.5
126880,21456,11.5
126885,13169,10.5
126905,14320,11.5
126906,15038,11.5
126907,15926,11.0
126908,16019,11.5
126909,17735,11.5
126910,19188,11.5
126911,19573,11.5
126912,22467,10.5
126913,22742,10.5
126914,23333,11.5
126915,22044,10.5
126916,20696,11.5
126922,14968,11.0
126924,14292,11.5
126925,12253,10.0
126926,12259,10.5
126931,13034,11.5
126933,13120,11.5
126938,13768,11.5
126942,14346,10.0
126948,15299,11.0
126959,17183,11.5
126963,17378,11.5
126964,17665,11.5
126965,17746,10.0
126966,17969,11.5
126967,18147,10.0
126968,18146,10.0
126969,18387,10.5
126972,19357,10.0
126981,20755,11.5
126983,21575,11.5
126985,22045,11.5
126986,22137,10.0
126987,22645,10.5
126988,22801,10.5
126996,16380,11.5
127000,13155,11.5
127012,16375,10.5
127020,21053,9.5
127024,22117,10.0
127027,22601,11.5
127028,23225,11.5
127029,23672,11.5
127033,18612,11.5
127039,16612,10.5
127040,15705,11.5
127048,20867,11.5
127049,21219,10.0
127051,14714,11.5
127052,16416,11.5
127054,15109,8.5
127057,22124,11.5
127059,13001,10.5
127060,18075,11.5
127061,18659,11.5
127063,20185,11.5
127064,21079,11.5
127068,19932,10.5
127069,22476,11.5
127071,23031,10.0
127072,12020,11.0
127073,12274,10.0
127075,12534,11.0
127081,15514,10.0
127083,19982,11.0
127084,21152,10.0
127085,22138,10.0
127087,21459,10.5
127090,20203,11.0
127091,12032,11.5
127094,12708,11.5
127095,12781,10.5
127096,12798,10.5
127097,12816,11.5
127098,12875,11.5
127099,12920,11.5
127101,13139,10.5
127102,13156,11.5
127104,13486,11.5
127106,13583,11.5
127109,14297,11.5
127111,14627,11.5
127112,14642,11.5
127115,15303,11.0
127117,15362,11.5
127127,17487,11.5
127128,17521,11.5
127129,17571,11.5
127130,17630,10.5
127131,17740,10.5
127133,17879,11.5
127134,17989,11.5
127135,17992,11.5
127137,18410,11.5
127138,18473,11.5
127141,18740,11.5
127143,19054,11.5
127144,19065,11.5
127148,19581,10.5
127149,19766,11.5
127150,19829,11.5
127151,20374,11.5
127152,20384,10.5
127153,20429,11.5
127154,20601,11.5
127156,20808,11.5
127157,21172,11.5
127158,21178,11.5
127159,21229,10.5
127160,21312,11.5
127163,21695,11.5
127165,21817,10.5
127166,21836,11.5
127168,21967,11.5
127169,22114,11.5
127171,22231,11.5
127174,22309,11.5
127175,22321,11.5
127177,22365,11.5
127178,22756,10.5
127179,23388,11.5
127180,23423,11.5
127182,23640,11.5
127183,23675,11.5
127184,21598,11.0
127185,12033,10.5
127186,12498,11.5
127188,12922,11.5
127190,12991,11.5
127191,13358,11.5
127192,13464,11.5
127194,14187,11.5
127195,14231,11.5
127198,14406,10.5
127199,14473,11.5
127200,14702,9.5
127202,14787,11.5
127203,14965,11.5
127204,15093,11.5
127206,15219,11.5
127208,15263,10.5
127209,15309,11.5
127211,15794,10.5
127212,16389,11.5
127214,16595,11.5
127215,16630,11.5
127216,16694,11.5
127217,16835,11.0
127218,17205,11.5
127220,17370,11.5
127221,17454,11.5
127222,17498,11.5
127224,18182,11.5
127225,18198,11.5
127226,18245,11.5
127227,18431,11.0
127228,18446,11.5
127230,18696,11.5
127231,18775,10.5
127232,18798,11.5
127234,18811,11.0
127235,18851,11.5
127237,19343,10.5
127238,19457,11.5
127239,19554,10.5
127241,19749,11.5
127242,20345,11.5
127243,20623,11.5
127244,20889,11.5
127245,21221,11.5
127247,21380,11.5
127249,21750,11.5
127250,21757,11.5
127252,22397,11.5
127253,22817,11.5
127255,15250,9.5
127257,18296,11.5
127259,20999,11.0
127261,22460,10.5
127263,23644,11.5
127266,22493,10.5
127268,19611,10.0
127270,19955,10.0
127271,23545,11.5
127272,19275,11.5
127274,17684,11.5
127275,12661,9.5
127282,13313,10.0
127283,14047,11.0
127285,15012,11.0
127287,15603,10.0
127289,15796,10.0
127291,16524,10.0
127292,16523,10.0
127293,17825,10.0
127294,18522,10.0
127295,18523,10.0
127298,20642,11.0
127299,20667,10.5
127301,21000,10.0
127303,21887,10.0
127304,22905,10.0
127306,23032,10.0
127307,23043,10.0
127308,23085,10.0
127309,17510,11.5
127311,23599,11.5
127312,13704,10.5
127314,18250,11.5
127315,22434,11.5
127316,12102,10.5
127317,19780,10.0
127318,14967,11.5
127320,17527,11.5
127321,13887,11.5
127323,18713,11.5
127324,20906,11.5
127325,19515,10.5
127326,13291,11.5
127329,15358,11.5
127330,14647,11.5
127332,16986,11.5
127333,18348,11.5
127334,18475,11.5
127336,19739,11.5
127338,22046,11.5
127340,23860,11.5
127341,13831,11.5
127343,17015,10.5
127344,13335,11.5
127345,17966,11.5
127347,16246,11.5
127348,17095,10.5
127349,12709,11.5
127352,12489,11.5
127353,12511,11.5
127355,12945,11.5
127357,13121,10.5
127358,13558,11.5
127359,13868,11.5
127367,15807,11.5
127370,16755,11.5
127372,17168,11.5
127374,17500,10.5
127379,19292,11.5
127381,19618,11.5
127385,20540,10.5
127386,20633,10.5
127388,21187,11.5
127394,22514,11.5
127398,23183,11.5
127400,13122,11.5
127402,15254,11.5
127403,15267,11.5
127405,16991,11.5
127406,17637,11.5
127407,18820,11.5
127408,18920,11.5
127409,22401,11.5
127410,23526,11.5
127413,15980,10.0
127414,16753,10.5
127415,12141,11.5
127416,13157,11.5
127417,13777,11.5
127418,13845,11.5
127419,16221,11.5
127421,17394,11.5
127422,17760,11.5
127423,17840,11.5
127424,18684,11.5
127426,19141,11.5
127429,20356,11.5
127430,20472,11.5
127431,20819,11.0
127433,21925,11.5
127434,21933,11.5
127435,23441,11.5
127437,15141,11.5
127438,18386,8.5
127440,16030,11.5
127441,17109,11.5
127443,12733,11.5
127446,13263,10.5
127447,13318,10.5
127452,15457,11.5
127453,16902,11.5
127457,19700,11.5
127459,19894,11.5
127460,20522,11.5
127461,18812,8.5
127467,21828,11.5
127468,22631,11.5
127469,17169,11.5
127471,22750,11.5
127472,12400,11.5
127473,12598,11.5
127474,16414,11.5
127476,14407,10.5
127478,14850,11.5
127479,19272,11.5
127482,21589,11.5
127485,22152,11.5
127488,21844,10.5
127489,21819,11.5
127491,19273,10.5
127492,21461,10.5
127496,14559,10.5
127498,22047,11.5
127499,14408,11.5
127502,12176,11.0
127505,17605,11.5
127507,19802,7.5
127508,22786,11.5
127510,23151,10.5
127516,20044,11.5
127519,22536,11.5
127521,23575,11.5
127522,14812,11.5
127526,13793,11.5
127536,19528,10.5
127537,20039,11.5
127544,22048,11.5
127547,20480,9.0
127558,17468,11.5
127560,20216,11.5
127564,12132,10.0
127565,16247,10.5
127570,23665,9.5
127571,23527,11.5
127572,15712,11.5
127574,15118,11.0
127575,18148,11.0
127577,20823,10.0
127580,14097,10.5
127582,16215,10.5
127583,16506,11.0
127587,20057,10.5
127589,19640,11.5
127590,20431,10.5
127591,21959,11.5
127593,18252,11.5
127594,12289,11.0
127595,22560,10.0
127596,23021,10.0
127598,16903,11.5
127599,17281,10.5
127601,19429,11.5
127604,12130,10.0
127605,12191,10.0
127607,15427,10.0
127610,19250,11.5
127611,20957,11.0
127613,23793,10.0
127615,18838,11.5
127616,20141,11.5
127620,22322,11.5
127621,16983,9.5
127624,14979,11.5
127626,22839,11.5
127627,15688,8.5
127628,17245,11.5
127629,18297,10.5
127631,19624,10.5
127633,17973,11.5
127634,14263,10.5
127635,13909,11.5
127636,14015,11.5
127637,14092,11.5
127638,16571,11.5
127641,18199,11.5
127642,20624,11.5
127643,23184,11.5
127645,17617,11.5
127646,17965,11.5
127647,22174,11.5
127648,22683,11.5
127651,23576,11.5
127652,18578,10.5
127653,21167,11.5
127655,21984,10.5
127657,23790,10.5
127660,12466,10.5
127663,13123,10.5
127674,15198,11.5
127678,15649,11.5
127685,17249,11.5
127693,17697,11.5
127710,20308,10.5
127722,22065,11.5
127734,23453,11.5
127736,23528,11.5
127737,23529,11.5
127747,22462,10.5
127748,23774,11.5
127749,23782,11.5
127750,19062,10.0
127751,22093,11.0
127753,13553,11.5
127754,13652,11.5
127759,12656,9.0
127763,15375,11.5
127769,17984,10.0
127771,19121,11.5
127772,20032,11.5
127773,20214,11.5
127775,20697,11.0
127776,20805,11.5
127778,22115,11.5
127779,22349,11.5
127780,23217,11.5
127781,23342,11.5
127784,23773,11.5
127787,12229,11.5
127789,12352,11.5
127790,12436,11.5
127792,12633,11.5
127793,12677,11.5
127798,12906,11.5
127799,12907,10.0
127801,12946,10.5
127804,13148,11.5
127806,13215,11.5
127807,13249,11.5
127810,13740,11.5
127814,14130,11.5
127817,14275,11.0
127823,15206,11.5
127824,15401,11.5
127829,16049,11.5
127830,16082,11.5
127833,16836,11.0
127842,17340,11.5
127843,17627,11.5
127847,18176,11.5
127854,18995,10.5
127857,19294,9.5
127861,19790,11.5
127864,20386,11.5
127868,20868,11.0
127870,21204,11.5
127879,22049,11.5
127883,22306,11.5
127889,22553,11.5
127893,23095,10.0
127898,23426,11.5
127901,23628,11.5
127902,23662,11.5
127903,17096,11.5
127913,23077,9.5
127914,12050,11.5
127917,12546,11.0
127921,15300,10.0
127923,15689,11.5
127928,16977,10.5
127929,16997,11.5
127931,17214,11.0
127937,17976,10.5
127938,18061,11.5
127939,18169,11.5
127941,18426,11.5
127942,18524,10.0
127945,20183,11.5
127948,20587,11.5
127949,20769,11.5
127950,20930,11.5
127952,21293,10.5
127953,21347,11.5
127956,21627,11.5
127957,21637,11.5
127959,22118,10.5
127962,22485,11.5
127965,23446,10.5
127967,12185,11.5
127970,12281,11.5
127972,12389,11.5
127973,12609,11.5
127974,12619,11.5
127981,13048,11.5
127984,13161,11.5
127985,13188,11.5
127986,13238,11.5
127987,13250,11.5
127989,13333,11.5
127991,13465,11.5
127993,13564,11.5
127996,13752,9.5
127998,13910,11.5
127999,13934,10.5
128001,14409,11.5
128002,14451,11.5
128004,14656,11.5
128006,14772,11.5
128007,14823,11.5
128008,14869,11.5
128010,15170,11.5
128014,15496,11.5
128016,15763,11.0
128019,16129,11.5
128021,16228,10.5
128023,16278,11.5
128024,16308,9.5
128025,16383,11.5
128026,16418,11.5
128029,16635,10.5
128030,16663,11.5
128032,16727,11.5
128034,16757,11.5
128035,16776,11.5
128036,16822,11.5
128037,16919,11.5
128038,16925,11.5
128041,17097,11.5
128042,17217,11.0
128044,17270,11.5
128046,17280,11.5
128048,17371,11.5
128049,17383,11.5
128052,17576,10.5
128053,17601,11.5
128055,17850,11.5
128058,18022,11.5
128060,18331,10.0
128065,18476,11.5
128069,18859,11.5
128074,19450,10.5
128076,19598,10.5
128077,19647,10.5
128079,19849,11.5
128080,19868,11.5
128082,20314,11.5
128083,20619,11.5
128084,20643,11.5
128089,20816,11.5
128091,21001,11.0
128092,21016,11.5
128094,21270,11.5
128095,21296,11.5
128096,21319,11.5
128097,21361,11.5
128098,21394,11.5
128100,21445,11.0
128102,21512,11.5
128103,21576,11.5
128104,21583,11.5
128109,21709,11.5
128111,21725,11.5
128112,21736,10.0
128113,21767,10.5
128119,22181,10.5
128123,22409,11.5
128124,22418,11.5
128125,22440,11.5
128127,22849,11.5
128128,22855,11.5
128129,23033,10.0
128132,23254,11.5
128133,23345,11.5
128134,23424,11.5
128137,23530,10.5
128141,23577,11.5
128142,23606,11.5
128145,23757,11.5
128147,17469,10.5
128149,12834,11.5
128152,16063,10.5
128159,17880,10.5
128161,17754,10.5
128166,13054,11.5
128170,13705,11.5
128175,14717,11.5
128178,15072,11.5
128184,16552,11.5
128185,16716,11.5
128190,17292,11.5
128202,19293,11.5
128203,19408,10.5
128206,20340,11.5
128208,21168,11.5
128209,21309,11.5
128210,21381,11.5
128213,22450,11.5
128218,23758,11.5
128219,20719,10.0
128223,19926,8.0
128224,13124,11.5
128228,16572,11.5
128230,17932,11.5
128232,19561,11.5
128233,20569,10.5
128234,22503,10.0
128235,14364,11.5
128236,15359,9.5
128237,18379,11.0
128240,17317,11.5
128241,20612,11.5
128242,20614,10.5
128247,18266,11.5
128253,13047,10.5
128256,18149,10.0
128258,20179,11.5
128260,21030,11.5
128261,21153,11.5
128262,21499,9.0
128263,22939,9.5
128265,20817,10.5
128267,16813,10.5
128277,20546,10.5
128279,22468,11.5
128281,22155,11.5
128282,14481,10.5
128284,18150,11.5
128285,16797,11.5
128286,23279,10.5
128292,18685,10.5
128293,17321,11.5
128294,18415,10.5
128297,12204,11.5
128298,20666,11.5
128299,19529,10.5
128300,12592,10.5
128301,16458,10.5
128302,19092,10.5
128305,20211,11.0
128306,12828,11.5
128308,16507,11.5
128309,20045,11.5
128311,13125,11.5
128312,15384,10.0
128313,12030,11.5
128314,13487,11.5
128316,14906,11.5
128317,17845,11.0
128319,19516,11.5
